List all the directors that have directed ‘Action’ movies.
SELECT first, last, title, name, genre FROM movies natural join directed natural join casts WHERE genre = Action;
        first        |       last       | title |                           name                           | genre  
 Robert              | Clouse           |       | Gymkata                                                  | Action
 Robert              | Harmon           |       | The Hitcher                                              | Action
 Robert              | Harmon           |       | Nowhere to Run                                           | Action
 Robert              | Lieberman        |       | D3: The Mighty Ducks                                     | Action
 Robert              | Longo            |       | Johnny Mnemonic                                          | Action
 Robert              | Luketic          |       | Killers                                                  | Action
 Robert              | Mandel           |       | F/X                                                      | Action
 Robert              | Mandel           |       | The Substitute                                           | Action
 Robert              | Radler           |       | Best of the Best                                         | Action
 Robert              | Radler           |       | Best of the Best II                                      | Action
 Robert              | Rodriguez        |       | El Mariachi                                              | Action
 Robert              | Rodriguez        |       | Desperado                                                | Action
 Robert              | Rodriguez        |       | From Dusk Till Dawn                                      | Action
 Robert              | Rodriguez        |       | Spy Kids                                                 | Action
 Robert              | Rodriguez        |       | Spy Kids 2: Island of Lost Dreams                        | Action
 Robert              | Rodriguez        |       | Once Upon a Time in Mexico                               | Action
 Robert              | Rodriguez        |       | Spy Kids 3-D: Game Over                                  | Action
 Robert              | Rodriguez        |       | The Adventures of Sharkboy and Lavagirl 3-D              | Action
 Robert              | Rodriguez        |       | Machete Kills                                            | Action
 Robert              | Rodriguez        |       | Alita: Battle Angel                                      | Action
 Robert              | Schwentke        |       | RED                                                      | Action
 Robert              | Schwentke        |       | R.I.P.D.                                                 | Action
 Robert              | Schwentke        |       | The Divergent Series: Insurgent                          | Action
 Robert              | Schwentke        |       | Allegiant                                                | Action
 Robert              | Shaye            |       | The Last Mimzy                                           | Action
 Robert              | Stromberg        |       | Maleficent                                               | Action
 Robert              | Townsend         |       | The Meteor Man                                           | Action
 Robert Vincent      | O'Neil           |       | Angel                                                    | Action
 Robert Vincent      | O'Neil           |       | Avenging Angel                                           | Action
 Robert              | Wise             |       | Rooftops                                                 | Action
 Robert              | Zemeckis         |       | Romancing the Stone                                      | Action
 Robert              | Zemeckis         |       | The Walk                                                 | Action
 Robert              | Zemeckis         |       | Allied                                                   | Action
 Rod                 | Daniel           |       | K-9                                                      | Action
 Rod                 | Lurie            |       | The Last Castle                                          | Action
 Rod                 | Lurie            |       | Straw Dogs                                               | Action
 Roger               | Christian        |       | Masterminds                                              | Action
 Roger               | Christian        |       | Battlefield Earth                                        | Action
 Roger               | Donaldson        |       | No Way Out                                               | Action
 Roger               | Donaldson        |       | White Sands                                              | Action
 Roger               | Donaldson        |       | The Getaway                                              | Action
 Roger               | Donaldson        |       | Species                                                  | Action
 Roger               | Donaldson        |       | Dante's Peak                                             | Action
 Roger               | Donaldson        |       | The Recruit                                              | Action
 Roger               | Donaldson        |       | The November Man                                         | Action
 Roger               | Spottiswoode     |       | Shoot to Kill                                            | Action
 Roger               | Spottiswoode     |       | Air America                                              | Action
 Roger               | Spottiswoode     |       | Stop! Or My Mom Will Shoot                               | Action
 Roger               | Spottiswoode     |       | Tomorrow Never Dies                                      | Action
 Roger               | Spottiswoode     |       | The 6th Day                                              | Action
 Roger               | Young            |       | Lassiter                                                 | Action
 Roger               | Young            |       | The Squeeze                                              | Action
 Roland              | Emmerich         |       | Universal Soldier                                        | Action
 Roland              | Emmerich         |       | Stargate                                                 | Action
 Roland              | Emmerich         |       | Independence Day                                         | Action
 Roland              | Emmerich         |       | Godzilla                                                 | Action
 Roland              | Emmerich         |       | The Patriot                                              | Action
 Roland              | Emmerich         |       | The Day After Tomorrow                                   | Action
 Roland              | Emmerich         |       | 10,000 BC                                                | Action
 Roland              | Emmerich         |       | 2012                                                     | Action
 Roland              | Emmerich         |       | White House Down                                         | Action
 Roland              | Emmerich         |       | Independence Day: Resurgence                             | Action
 Roman               | Polanski         |       | Pirates                                                  | Action
 Ron                 | Howard           |       | Willow                                                   | Action
 Ron                 | Howard           |       | Backdraft                                                | Action
 Ron                 | Howard           |       | Ransom                                                   | Action
 Ron                 | Howard           |       | Angels & Demons                                          | Action
 Ron                 | Howard           |       | Rush                                                     | Action
 Ron                 | Howard           |       | In the Heart of the Sea                                  | Action
 Ron                 | Howard           |       | Inferno                                                  | Action
 Ron                 | Howard           |       | Solo: A Star Wars Story                                  | Action
 Ron                 | Shelton          |       | Hollywood Homicide                                       | Action
 Ron                 | Underwood        |       | Mighty Joe Young                                         | Action
 Ron                 | Underwood        |       | The Adventures of Pluto Nash                             | Action
 Ronny               | Yu               |       | Warriors of Virtue                                       | Action
 Ronny               | Yu               |       | Formula 51                                               | Action
 Ronny               | Yu               |       | Freddy vs. Jason                                         | Action
 Ronny               | Yu               |       | Fearless                                                 | Action
 Rowdy               | Herrington       |       | Road House                                               | Action
 Rowdy               | Herrington       |       | Gladiator                                                | Action
 Rowdy               | Herrington       |       | Striking Distance                                        | Action
 Ruben               | Fleischer        |       | 30 Minutes or Less                                       | Action
 Ruben               | Fleischer        |       | Gangster Squad                                           | Action
 Ruben               | Fleischer        |       | Venom                                                    | Action
 Ruben               | Fleischer        |       | Zombieland: Double Tap                                   | Action
 Ruggero             | Deodato          |       | The Barbarians                                           | Action
 Rupert              | Sanders          |       | Snow White and the Huntsman                              | Action
 Rupert              | Sanders          |       | Ghost in the Shell                                       | Action
 Rupert              | Wyatt            |       | Rise of the Planet of the Apes                           | Action
 Rupert              | Wyatt            |       | Captive State                                            | Action
 Russell             | Mulcahy          |       | Highlander                                               | Action
 Russell             | Mulcahy          |       | Highlander II: The Quickening                            | Action
 Russell             | Mulcahy          |       | Ricochet                                                 | Action
 Russell             | Mulcahy          |       | The Shadow                                               | Action
 Russell             | Mulcahy          |       | Resident Evil: Extinction                                | Action
 Ryan                | Coogler          |       | Black Panther                                            | Action
 Ryan                | Little           |       | Saints and Soldiers                                      | Action
                     | RZA              |       | The Man with the Iron Fists                              | Action
 S.S.                | Rajamouli        |       | Baahubali: The Beginning                                 | Action
 S.S.                | Rajamouli        |       | Baahubali 2: The Conclusion                              | Action
 Sam                 | Firstenberg      |       | Revenge of the Ninja                                     | Action
 Sam                 | Firstenberg      |       | Ninja III: The Domination                                | Action
 Sam                 | Firstenberg      |       | American Warrior                                         | Action
 Sam                 | Firstenberg      |       | Avenging Force                                           | Action
 Sam                 | Firstenberg      |       | American Ninja 2: The Confrontation                      | Action
 Sam                 | Levinson         |       | Assassination Nation                                     | Action
 Sam                 | Mendes           |       | Jarhead                                                  | Action
 Sam                 | Mendes           |       | Skyfall                                                  | Action
 Sam                 | Mendes           |       | Spectre                                                  | Action
 Sam                 | Peckinpah        |       | The Osterman Weekend                                     | Action
 Sam                 | Raimi            |       | Darkman                                                  | Action
 Sam                 | Raimi            |       | The Quick and the Dead                                   | Action
 Sam                 | Raimi            |       | Spider-Man                                               | Action
 Sam                 | Raimi            |       | Spider-Man 2                                             | Action
 Sam                 | Raimi            |       | Spider-Man 3                                             | Action
 Sam                 | Weisman          |       | George of the Jungle                                     | Action
 Sammo Kam-Bo        | Hung             |       | Mr. Nice Guy                                             | Action
 Sang-Geun           | Lee              |       | Exit                                                     | Action
 Sang-ho             | Yeon             |       | Train to Busan                                           | Action
 Sang-hoon           | Ahn              |       | Empire of Lust                                           | Action
 Sang-ok             | Shin             |       | 3 Ninjas: Knuckle Up                                     | Action
 Sanjay              | Gadhvi           |       | Dhoom                                                    | Action
 Sanjay Leela        | Bhansali         |       | Bajirao Mastani                                          | Action
 Scott               | Cooper           |       | Out of the Furnace                                       | Action
 Scott               | Derrickson       |       | Deliver Us from Evil                                     | Action
 Scott               | Derrickson       |       | Doctor Strange                                           | Action
 Scott               | Frank            |       | A Walk Among the Tombstones                              | Action
 Scott               | Kalvert          |       | Deuces Wild                                              | Action
 Scott               | Sanders          |       | Black Dynamite                                           | Action
 Scott               | Silver           |       | The Mod Squad                                            | Action
 Scott               | Stewart          |       | Legion                                                   | Action
 Scott               | Stewart          |       | Priest                                                   | Action
 Scott               | Waugh            |       | Need for Speed                                           | Action
 Scott               | Wiper            |       | The Condemned                                            | Action
 Sean                | Ellis            |       | Anthropoid                                               | Action
 Sean                | McNamara         |       | 3 Ninjas: High Noon at Mega Mountain                     | Action
 Sean S.             | Cunningham       |       | DeepStar Six                                             | Action
 SebastiÃ¡n          | Cordero          |       | Europa Report                                            | Action
 Sebastian           | Gutierrez        |       | Rise: Blood Hunter                                       | Action
 Sergei              | Bodrov           |       | Mongol: The Rise of Genghis Khan                         | Action
 Sergei              | Bodrov           |       | Seventh Son                                              | Action
 Seth                | Gordon           |       | Baywatch                                                 | Action
 Shane               | Black            |       | Iron Man 3                                               | Action
 Shane               | Black            |       | The Nice Guys                                            | Action
 Shane               | Black            |       | The Predator                                             | Action
 Shawn               | Levy             |       | Real Steel                                               | Action
 Shekhar             | Kapur            |       | The Four Feathers                                        | Action
 Sheldon             | Lettich          |       | Lionheart                                                | Action
 Sheldon             | Lettich          |       | Double Impact                                            | Action
 Sheldon             | Lettich          |       | Only the Strong                                          | Action
 Shinji              | Higuchi          |       | Attack on Titan Part 1                                   | Action
 Shin'ya             | Tsukamoto        |       | Tetsuo II: Body Hammer                                   | Action
 Shin-yeon           | Won              |       | Memoir of a Murderer                                     | Action
 Shuki               | Levy             |       | Turbo: A Power Rangers Movie                             | Action
 Sidney J.           | Furie            |       | Iron Eagle                                               | Action
 Sidney J.           | Furie            |       | Superman IV: The Quest for Peace                         | Action
 Sidney J.           | Furie            |       | Iron Eagle II                                            | Action
 Sidney J.           | Furie            |       | The Taking of Beverly Hills                              | Action
 Sidney              | Poitier          |       | Hanky Panky                                              | Action
 Sig                 | Shore            |       | Sudden Death                                             | Action
 Simon               | Kinberg          |       | X-Men: Dark Phoenix                                      | Action
 Simon               | Wells            |       | The Time Machine                                         | Action
 Simon               | West             |       | Con Air                                                  | Action
 Simon               | West             |       | Lara Croft: Tomb Raider                                  | Action
 Simon               | West             |       | The Mechanic                                             | Action
 Simon               | West             |       | The Expendables 2                                        | Action
 Simon               | West             |       | Stolen                                                   | Action
 Simon               | West             |       | Wild Card                                                | Action
 Simon               | Wincer           |       | Quigley Down Under                                       | Action
 Simon               | Wincer           |       | Harley Davidson and the Marlboro Man                     | Action
 Simon               | Wincer           |       | Operation Dumbo Drop                                     | Action
 Simon               | Wincer           |       | The Phantom                                              | Action
 Simon               | Wincer           |       | Crocodile Dundee in Los Angeles                          | Action
 Skip                | Woods            |       | Thursday                                                 | Action
 Sngmoo              | Lee              |       | The Warrior's Way                                        | Action
 Spike               | Lee              |       | Oldboy                                                   | Action
 StÃ©phane           | Rybojad          |       | Special Forces                                           | Action
 Stanley             | Tong             |       | Supercop                                                 | Action
 Stanley             | Tong             |       | Rumble in the Bronx                                      | Action
 Stanley             | Tong             |       | First Strike                                             | Action
 Stefano             | Sollima          |       | Sicario: Day of the Soldado                              | Action
 Stefen              | Fangmeier        |       | Eragon                                                   | Action
 Stephen             | Chow             |       | Shaolin Soccer                                           | Action
 Stephen             | Chow             |       | Kung Fu Hustle                                           | Action
 Stephen             | Cornwell         |       | Philadelphia Experiment II                               | Action
 Stephen             | Gyllenhaal       |       | Certain Fury                                             | Action
 Stephen             | Herek            |       | The Three Musketeers                                     | Action
 Stephen             | Hopkins          |       | Predator 2                                               | Action
 Stephen             | Hopkins          |       | Judgment Night                                           | Action
 Stephen             | Hopkins          |       | Blown Away                                               | Action
 Stephen             | Hopkins          |       | Lost in Space                                            | Action
 Stephen             | Kay              |       | Get Carter                                               | Action
 Stephen             | King             |       | Maximum Overdrive                                        | Action
 Stephen             | Norrington       |       | Death Machine                                            | Action
 Stephen             | Norrington       |       | Blade                                                    | Action
 Stephen             | Norrington       |       | The League of Extraordinary Gentlemen                    | Action
 Stephen             | Sommers          |       | Deep Rising                                              | Action
 Stephen             | Sommers          |       | The Mummy                                                | Action
 Stephen             | Sommers          |       | The Mummy Returns                                        | Action
 Stephen             | Sommers          |       | Van Helsing                                              | Action
 Stephen             | Sommers          |       | G.I. Joe: The Rise of Cobra                              | Action
 Steve               | Barron           |       | Teenage Mutant Ninja Turtles                             | Action
 Steve               | Boyum            |       | Supercross                                               | Action
 Steve               | Carr             |       | Paul Blart: Mall Cop                                     | Action
 Steve               | Carver           |       | An Eye for an Eye                                        | Action
 Steve               | Carver           |       | Lone Wolf McQuade                                        | Action
 Steve               | Carver           |       | River of Death                                           | Action
 Steve De            | Jarnatt          |       | Cherry 2000                                              | Action
 Steve De            | Jarnatt          |       | Miracle Mile                                             | Action
 Steve               | Miner            |       | Warlock                                                  | Action
 Steve               | Miner            |       | Lake Placid                                              | Action
 Steve               | Miner            |       | Texas Rangers                                            | Action
 Steve               | Oedekerk         |       | Nothing to Lose                                          | Action
 Steve               | Oedekerk         |       | Kung Pow: Enter the Fist                                 | Action
 Steven              | Brill            |       | Drillbit Taylor                                          | Action
 Steven E. de        | Souza            |       | Street Fighter                                           | Action
 Steven              | Knight           |       | Redemption                                               | Action
 Steven              | Lisberger        |       | Tron                                                     | Action
 Steven              | Quale            |       | Final Destination 5                                      | Action
 Steven              | Quale            |       | Into the Storm                                           | Action
 Steven S.           | DeKnight         |       | Pacific Rim: Uprising                                    | Action
 Steven              | Seagal           |       | On Deadly Ground                                         | Action
 Steven              | Soderbergh       |       | Haywire                                                  | Action
 Steven              | Spielberg        |       | Indiana Jones and the Raiders of the Lost Ark            | Action
 Steven              | Spielberg        |       | Indiana Jones and the Temple of Doom                     | Action
 Steven              | Spielberg        |       | Empire of the Sun                                        | Action
 Steven              | Spielberg        |       | Indiana Jones and the Last Crusade                       | Action
 Steven              | Spielberg        |       | Jurassic Park                                            | Action
 Steven              | Spielberg        |       | The Lost World: Jurassic Park                            | Action
 Steven              | Spielberg        |       | Minority Report                                          | Action
 Steven              | Spielberg        |       | Munich                                                   | Action
 Steven              | Spielberg        |       | Indiana Jones and the Kingdom of the Crystal Skull       | Action
 Steven              | Spielberg        |       | War Horse                                                | Action
 Steven              | Spielberg        |       | Ready Player One                                         | Action
 Stewart             | Raffill          |       | The Ice Pirates                                          | Action
 Stuart              | Baird            |       | Executive Decision                                       | Action
 Stuart              | Baird            |       | U.S. Marshals                                            | Action
 Stuart              | Baird            |       | Star Trek: Nemesis                                       | Action
 Stuart              | Beattie          |       | I, Frankenstein                                          | Action
 Stuart              | Gillard          |       | Teenage Mutant Ninja Turtles III                         | Action
 Stuart              | Gordon           |       | Robot Jox                                                | Action
 Stuart              | Gordon           |       | Fortress                                                 | Action
 Stuart              | Rosenberg        |       | The Pope of Greenwich Village                            | Action
 Sturla              | Gunnarsson       |       | Beowulf & Grendel                                        | Action
                     | Sujeeth          |       | Saaho                                                    | Action
 Susanna             | Fogel            |       | The Spy Who Dumped Me                                    | Action
 Sylvain             | White            |       | The Losers                                               | Action
 Sylvester           | Stallone         |       | Rocky Balboa                                             | Action
 Sylvester           | Stallone         |       | Rambo                                                    | Action
 Sylvester           | Stallone         |       | The Expendables                                          | Action
 Sylvio              | Tabet            |       | Beastmaster 2: Through the Portal of Time                | Action
 Taika               | Waititi          |       | Thor: Ragnarok                                           | Action
 Takao               | Okawara          |       | Godzilla 2000: Millennium                                | Action
 Takashi             | Miike            |       | Ichi the Killer                                          | Action
 Takashi             | Miike            |       | 13 Assassins                                             | Action
 Takashi             | Miike            |       | Blade of the Immortal                                    | Action
 Takeshi             | Kitano           |       | Violent Cop                                              | Action
 Takeshi             | Kitano           |       | Boiling Point                                            | Action
 Takeshi             | Kitano           |       | The Blind Swordsman: Zatoichi                            | Action
 Tarsem              | Singh            |       | Immortals                                                | Action
 Tarsem              | Singh            |       | Self/less                                                | Action
 Taylor              | Hackford         |       | Against All Odds                                         | Action
 Taylor              | Hackford         |       | Proof of Life                                            | Action
 Taylor              | Hackford         |       | Parker                                                   | Action
 Ted                 | Kotcheff         |       | First Blood                                              | Action
 Ted                 | Kotcheff         |       | Uncommon Valor                                           | Action
 Terry               | Gilliam          |       | The Brothers Grimm                                       | Action
 Terry               | Leonard          |       | Death Before Dishonor                                    | Action
 Thomas              | Carter           |       | Metro                                                    | Action
 Thomas J.           | Wright           |       | No Holds Barred                                          | Action
 Thomas              | Jahn             |       | Knockin' on Heaven's Door                                | Action
 Thomas K.           | Avildsen         |       | Things Are Tough All Over                                | Action
 Ti                  | West             |       | In a Valley of Violence                                  | Action
 Tim                 | Burton           |       | Batman                                                   | Action
 Tim                 | Burton           |       | Batman Returns                                           | Action
 Tim                 | Burton           |       | Planet of the Apes                                       | Action
 Tim                 | Miller           |       | Deadpool                                                 | Action
 Tim                 | Miller           |       | Terminator: Dark Fate                                    | Action
 Tim                 | Pope             |       | The Crow: City of Angels                                 | Action
 Tim                 | Story            |       | Taxi                                                     | Action
 Tim                 | Story            |       | Fantastic Four                                           | Action
 Tim                 | Story            |       | Fantastic 4: Rise of the Silver Surfer                   | Action
 Tim                 | Story            |       | Ride Along                                               | Action
 Tim                 | Story            |       | Ride Along 2                                             | Action
 Tim                 | Story            |       | Shaft                                                    | Action
 Timur               | Bekmambetov      |       | Night Watch                                              | Action
 Timur               | Bekmambetov      |       | Wanted                                                   | Action
 Timur               | Bekmambetov      |       | Abraham Lincoln: Vampire Hunter                          | Action
 Timur               | Bekmambetov      |       | Ben-Hur                                                  | Action
 Tobe                | Hooper           |       | Lifeforce                                                | Action
 Tom                 | Dey              |       | Shanghai Noon                                            | Action
 Tom                 | Dey              |       | Showtime                                                 | Action
 Tom                 | Holland          |       | Fatal Beauty                                             | Action
 Tom                 | Tykwer           |       | The International                                        | Action
 Tom                 | Tykwer           |       | Cloud Atlas                                              | Action
 Tommy               | Wirkola          |       | Hansel & Gretel: Witch Hunters                           | Action
 Tony                | Bill             |       | Flyboys                                                  | Action
 Tony                | Chan             |       | The Bravest                                              | Action
 Tony                | Gilroy           |       | The Bourne Legacy                                        | Action
 Tony                | Maylam           |       | Split Second                                             | Action
 Tony                | Scott            |       | Top Gun                                                  | Action
 Tony                | Scott            |       | Beverly Hills Cop II                                     | Action
 Tony                | Scott            |       | Days of Thunder                                          | Action
 Tony                | Scott            |       | Revenge                                                  | Action
 Tony                | Scott            |       | The Last Boy Scout                                       | Action
 Tony                | Scott            |       | Crimson Tide                                             | Action
 Tony                | Scott            |       | The Fan                                                  | Action
 Tony                | Scott            |       | Enemy of the State                                       | Action
 Tony                | Scott            |       | Spy Game                                                 | Action
 Tony                | Scott            |       | Man on Fire                                              | Action
 Tony                | Scott            |       | Domino                                                   | Action
 Tony                | Scott            |       | Deja Vu                                                  | Action
 Tony                | Scott            |       | The Taking of Pelham 123                                 | Action
 Tony                | Scott            |       | Unstoppable                                              | Action
 Tony                | Wash             |       | High on the Hog                                          | Action
 Travis              | Knight           |       | Bumblebee                                                | Action
 Trey                | Parker           |       | Team America: World Police                               | Action
 Troy                | Duffy            |       | The Boondock Saints                                      | Action
 Troy                | Duffy            |       | The Boondock Saints II: All Saints Day                   | Action
 Uli                 | Edel             |       | The Baader Meinhof Complex                               | Action
 Uwe                 | Boll             |       | House of the Dead                                        | Action
 Uwe                 | Boll             |       | BloodRayne                                               | Action
 Uwe                 | Boll             |       | Alone in the Dark                                        | Action
 Uwe                 | Boll             |       | In the Name of the King: A Dungeon Siege Tale            | Action
 Uwe                 | Boll             |       | Postal                                                   | Action
 Vic                 | Armstrong        |       | Left Behind                                              | Action
 Vic                 | Sarin            |       | Left Behind: The Movie                                   | Action
 Vicente             | Aranda           |       | Lovers: A True Story                                     | Action
 Wally               | Pfister          |       | Transcendence                                            | Action
 Walt                | Becker           |       | Wild Hogs                                                | Action
 Walter              | Hill             |       | Southern Comfort                                         | Action
 Walter              | Hill             |       | 48 Hrs.                                                  | Action
 Walter              | Hill             |       | Streets of Fire                                          | Action
 Walter              | Hill             |       | Extreme Prejudice                                        | Action
 Walter              | Hill             |       | Red Heat                                                 | Action
 Walter              | Hill             |       | Another 48 Hrs.                                          | Action
 Walter              | Hill             |       | Trespass                                                 | Action
 Walter              | Hill             |       | Wild Bill                                                | Action
 Walter              | Hill             |       | Last Man Standing                                        | Action
 Walter              | Hill             |       | Undisputed                                               | Action
 Walter              | Hill             |       | Bullet to the Head                                       | Action
 Warren              | Beatty           |       | Dick Tracy                                               | Action
 Wayne               | Kramer           |       | Running Scared                                           | Action
 Werner              | Herzog           |       | Rescue Dawn                                              | Action
 Wes                 | Anderson         |       | The Life Aquatic with Steve Zissou                       | Action
 Wes                 | Ball             |       | The Maze Runner                                          | Action
 Wes                 | Ball             |       | Maze Runner: The Scorch Trials                           | Action
 Wes                 | Ball             |       | Maze Runner: The Death Cure                              | Action
 Willard             | Huyck            |       | Howard the Duck                                          | Action
 William A.          | Fraker           |       | The Legend of the Lone Ranger                            | Action
 William             | Dear             |       | If Looks Could Kill                                      | Action
 William             | Dear             |       | Wild America                                             | Action
 William             | Friedkin         |       | To Live and Die in L.A.                                  | Action
 William             | Friedkin         |       | The Hunted                                               | Action
 William             | Lustig           |       | Maniac Cop                                               | Action
 William             | Phelps           |       | North Shore                                              | Action
 William             | Shatner          |       | Star Trek V: The Final Frontier                          | Action
 William             | Tannen           |       | Flashpoint                                               | Action
 William             | Tannen           |       | Hero and the Terror                                      | Action
 Wilson              | Yip              |       | Ip Man 2                                                 | Action
 Wilson              | Yip              |       | Ip Man 3                                                 | Action
 Wilson              | Yip              |       | Ip Man 4: The Finale                                     | Action
 Wim                 | Wenders          |       | Until the End of the World                               | Action
 Wing-Cho            | Yip              |       | Mantis Fist Fighter                                      | Action
 Wolfgang            | Petersen         |       | Enemy Mine                                               | Action
 Wolfgang            | Petersen         |       | In the Line of Fire                                      | Action
 Wolfgang            | Petersen         |       | Outbreak                                                 | Action
 Wolfgang            | Petersen         |       | Air Force One                                            | Action
 Wolfgang            | Petersen         |       | The Perfect Storm                                        | Action
 Wolfgang            | Petersen         |       | Poseidon                                                 | Action
 Won-Tae             | Lee              |       | The Gangster, the Cop, the Devil                         | Action
 Woo-Ping            | Yuen             |       | Iron Monkey                                              | Action
 Wych                | Kaosayananda     |       | Ballistic: Ecks vs. Sever                                | Action
 Xavier              | Gens             |       | Hitman                                                   | Action
 Yann                | Demange          |       | '71                                                      | Action
 Yimou               | Zhang            |       | Hero                                                     | Action
 Yimou               | Zhang            |       | House of Flying Daggers                                  | Action
 Yimou               | Zhang            |       | Curse of the Golden Flower                               | Action
 Yimou               | Zhang            |       | The Great Wall                                           | Action
 Yong-hwa            | Kim              |       | Along With the Gods: The Two Worlds                      | Action
 Zack                | Snyder           |       | Dawn of the Dead                                         | Action
 Zack                | Snyder           |       | 300                                                      | Action
 Zack                | Snyder           |       | Watchmen                                                 | Action
 Zack                | Snyder           |       | Sucker Punch                                             | Action
 Zack                | Snyder           |       | Man of Steel                                             | Action
 Zack                | Snyder           |       | Batman v Superman: Dawn of Justice                       | Action
 Zack                | Snyder           |       | Justice League                                           | Action
 Zoran               | Perisic          |       | Sky Bandits                                              | Action
