Which directors have directed in more than 2 movies?
SELECT C.member_id, C.first, C.last FROM casts C natural join directed D1 inner join directed D2 on D1.member_id = D2.member_id where D1.movie_id != D2.movie_id GROUP BY C.member_id;
 member_id |        first        |       last       
       218 | Barry               | Jenkins
      1515 | Joseph              | Ruben
      1500 | Jordan              | Peele
      2723 | Terrence            | Malick
      1933 | Michael             | Miller
       509 | Claude              | Berri
      2463 | Rusty               | Cundieff
      2392 | Robert M.           | Young
      1604 | Kevin               | Bray
       502 | Claire              | Denis
      2523 | Scott               | Stewart
      1122 | IstvÃ¡n             | SzabÃ³
      1485 | Jonathan            | Kaplan
      2115 | Patrice             | Leconte
       728 | Dick                | Richards
      2291 | Ric Roman           | Waugh
      1468 | Jon                 | Lucas
      1464 | Jon                 | Avnet
      2821 | Tony                | Gilroy
      2814 | Tommy               | O'Haver
      2910 | William             | Tannen
      2853 | Victor              | Salva
      2439 | Ron                 | Clements
      2176 | Pete                | Docter
      2059 | Niki                | Caro
      1201 | James               | Wong
       219 | Barry               | Levinson
      2618 | Stephen             | Hopkins
       414 | Chad                | Stahelski
      2011 | Nancy               | Savoca
      1381 | John Cameron        | Mitchell
       381 | Camille             | Delamarre
       193 | Art                 | Linson
      1012 | Graham              | Baker
      1635 | Kirk                | Wong
       709 | Denys               | Arcand
      2001 | Morten              | Tyldum
       810 | Emile               | Ardolino
      2710 | Tarsem              | Singh
      1710 | Lisa                | Cholodenko
      2552 | Shane               | Meadows
      1102 | Hugh                | Wilson
      2818 | Tony                | Bill
       712 | Deran               | Sarafian
      1696 | Leslye              | Headland
      1835 | Martin              | McDonagh
      1365 | Joel                | Schumacher
      2272 | RamÃ³n              | MenÃ©ndez
       630 | David               | Greenwalt
       575 | Daniel              | Barber
      1701 | Lexi                | Alexander
       543 | Craig               | Zobel
      1473 | Jon                 | Watts
      1440 | John Patrick        | Shanley
      2662 | Steven              | Quale
      2294 | Richard             | Attenborough
       288 | Boaz                | Yakin
      1479 | Jonathan            | Dayton
      1926 | Michael             | Lembeck
      1672 | Lawrence            | Bassoff
       388 | Carl                | Schenkel
      2753 | Tim                 | Fywell
      2717 | Ted                 | Kotcheff
      2838 | Troy                | Miller
      2085 | Oliver              | Stone
      2566 | Sidney J.           | Furie
      2462 | Russell             | Mulcahy
      2516 | Scott               | Hicks
      2898 | William             | Friedkin
       342 | Bruce A.            | Evans
      1271 | Jeffrey             | Nachmanoff
      2912 | Wilson              | Yip
      2118 | Patricia            | Riggen
        53 | Alan                | Metter
      2317 | Richard             | Marquand
      2666 | Steven              | Shainberg
       260 | Bill                | Duke
      2184 | Peter               | Chelsom
       139 | Andy                | Fickman
      1033 | Guillaume           | Canet
       425 | Charles             | Jarrott
      1734 | Luis                | Puenzo
       825 | Eric                | Valette
      1350 | Joe                 | Johnston
       549 | Daisy von Scherler  | Mayer
       653 | David Mickey        | Evans
       380 | Cameron             | Crowe
       612 | David               | Ayer
       486 | Christopher         | Landon
      2341 | Ritesh              | Batra
      1528 | Joss                | Whedon
      1277 | Jennifer            | Lynch
      1772 | Marco               | Brambilla
      1669 | Lasse               | HallstrÃ¶m
       386 | Carl                | Reiner
       364 | Bud                 | Yorkin
      1123 | Ivan                | Passer
       541 | Craig               | Mazin
      1598 | Kenneth             | Lonergan
       998 | Giuseppe            | Tornatore
      1719 | Louis               | Leterrier
       493 | Christopher         | Nolan
       311 | Brad                | Bird
       103 | Amy                 | Heckerling
      1252 | Jee-woon            | Kim
      2738 | Thomas              | Carter
       875 | Francis Ford        | Coppola
      1722 | Luc                 | Besson
      2194 | Peter               | Hewitt
        61 | Albert              | Brooks
       171 | Antoine             | Fuqua
      2381 | Robert              | Harmon
      2279 | Randall             | Wallace
      2079 | Nuri Bilge          | Ceylan
      1228 | Jay                 | Chandrasekhar
      2424 | Roger               | Avary
      1387 | John                | Crowley
      1724 | Luca                | Guadagnino
      1369 | Johannes            | Roberts
       109 | AndrÃ©              | Ã˜vredal
      2343 | Rob                 | Bowman
      2237 | Philip              | Kaufman
      2483 | Sam                 | Mendes
       301 | Bob                 | Spiers
      1011 | Graeme              | Clifford
      2188 | Peter               | Faiman
      1497 | Jonathan            | Wacks
      1618 | Kevin Rodney        | Sullivan
      1347 | Joe                 | Cornish
      1061 | Harold              | Ramis
        76 | Alex                | Kendrick
      1392 | John                | Duigan
       346 | Bruce               | Malmuth
      1002 | Glenn               | Jordan
       773 | Drew                | Goddard
        80 | Alexander           | Payne
      1676 | Lawrence            | Kasdan
      2860 | Vincent             | Ward
      1386 | John                | Cornell
       504 | Clare               | Kilner
       399 | Carroll             | Ballard
       238 | Bennett             | Miller
       818 | Eric                | Darnell
       798 | Edward              | Zwick
      2289 | Renny               | Harlin
      1623 | Kevin               | Tenney
      2696 | Sylvester           | Stallone
      2197 | Peter               | Howitt
      2895 | William Brent       | Bell
      2834 | Trey                | Parker
      2671 | Stewart             | Raffill
      2409 | Roberto             | Benigni
      2790 | Tom                 | Hooper
      1068 | Hayao               | Miyazaki
      1245 | Jean-Marc           | VallÃ©e
       542 | Craig R.            | Baxley
       163 | Anthony             | Drazan
       669 | David S.            | Ward
      2882 | Wes                 | Craven
      2052 | Nicolas Winding     | Refn
      1879 | Mel                 | Brooks
      1327 | Jimmy               | Hayward
       150 | Angelina            | Jolie
      2304 | Richard             | Fleischer
      1731 | Luis                | Llosa
      1355 | Joe                 | Pytka
       995 | Gillian             | Armstrong
       928 | Garth               | Jennings
       148 | Ang                 | Lee
       652 | David               | MichÃ´d
        51 | Alan                | Johnson
      1898 | Michael             | Caton-Jones
      2425 | Roger               | Christian
      2080 | Ol                  | Parker
      1831 | Martin              | Campbell
      2125 | Patrick             | Lussier
      2038 | Nicholas            | Stoller
       638 | David               | Kellogg
        42 | Akiva               | Schaffer
      2631 | Steve               | Barron
      2420 | Rodrigo             | CortÃ©s
       644 | David               | Leitch
      1857 | Matt                | Ross
      2661 | Steven              | Lisberger
      1644 | Krzysztof           | Kieslowski
      1312 | Jim                 | Fall
      1984 | Mike                | Mills
      2168 | Pen                 | Densham
       822 | Eric                | Red
      2796 | Tom                 | McGrath
      1118 | Irvin               | Kershner
       241 | BenoÃ®t             | Jacquot
      2891 | Willard             | Huyck
      1975 | Mike                | Cahill
      1992 | Mimi                | Leder
      1078 | Henry               | Winkler
       534 |                     | Costa-Gavras
      1403 | John                | Glen
      2528 | Sean                | Baker
       222 | Barry               | Sonnenfeld
      2791 | Tom                 | Kalin
      2555 | Sharon              | Maguire
       811 | Emilio              | Estevez
       563 | Dan                 | Fogelman
      1779 | Marcus              | Nispel
      2098 | P.J.                | Hogan
      2393 | Robert              | Mandel
      1788 | Marisa              | Silver
       276 | Billy               | Crystal
        97 | Allen               | Coulter
      2388 | Robert              | Lieberman
       555 | Damian              | Harris
      1583 | Kelly               | Reichardt
       567 | Dan                 | Mazer
      1646 | Kurt                | Wimmer
      1398 | John                | Fortenberry
       664 | David R.            | Ellis
      1434 | John                | Moore
      1250 | Jean-Pierre         | Jeunet
       965 | George A.           | Romero
      1966 | Mick                | Jackson
       409 | Catherine           | Hardwicke
      2303 | Richard             | Eyre
      2605 | Stephen             | Carpenter
        74 | Alex                | Garland
       138 | Andy                | Cadiff
      2872 | Walter              | Salles
       443 | Chris               | Butler
      2900 | William             | Lustig
      2754 | Tim                 | Hill
      2060 | Nikita              | Mikhalkov
       526 | Colin               | Strause
      1428 | John                | Madden
      2800 | Tom                 | Ropelewski
       498 | Chuck               | Russell
       469 | Christian           | Ditter
       118 | Andrew              | Dominik
      2879 | Werner              | Herzog
      1986 | Mike                | Newell
      1476 | Jonas               | Ã…kerlund
       354 | Bruno               | Dumont
      2143 | Paul                | Greengrass
      1976 | Mike                | Figgis
      1574 | Katt                | Shea
       675 | David               | Soren
      2782 | Tom                 | Dey
      2396 | Robert              | Redford
       969 | George              | Clooney
       898 | Fraser C.           | Heston
      2807 | Tom                 | Tykwer
      2654 | Steven              | Brill
      2114 | Patrice             | ChÃ©reau
      1226 | Jaume               | BalaguerÃ³
      1248 | Jean-Paul           | Rappeneau
       870 | FranÃ§ois           | Ozon
      1844 | Mary                | Harron
       711 | Deon                | Taylor
      1036 | Gurinder            | Chadha
       149 | Angela              | Robinson
      2164 | Paul                | Weitz
       650 | David               | Mamet
      2700 | Taika               | Waititi
      1647 | Kyle                | Balda
      1684 | Lee                 | Tamahori
      1944 | Michael             | Rymer
      2129 | Patty               | Jenkins
      2322 | Richard             | Rush
       283 | Blake               | Edwards
      1508 | JosÃ©               | Padilha
       829 | Ernest R.           | Dickerson
      1557 | Justin              | Kurzel
      1316 | Jim                 | Henson
      2448 | Rowdy               | Herrington
      1374 | John                | Badham
       243 | Bernard             | DeyriÃ¨s
       902 | Fred                | Schepisi
      1178 | James               | Gunn
      2027 | Neill               | Blomkamp
       856 | Fernando            | Meirelles
       250 | Bertrand            | Tavernier
       621 | David               | Drury
      1382 | John Carl           | Buechler
      2751 | Tim Blake           | Nelson
      1310 | Jim                 | Abrahams
       455 | Chris               | Noonan
      1630 | Kimberly            | Peirce
      1592 | Ken                 | Scott
      2776 | Todd                | Solondz
      1861 | Matthew             | Bright
       132 | Andrew              | Stanton
       322 | Brett               | Haley
      2835 | Trish               | Sie
      2600 | Stefan              | Ruzowitzky
      1953 | Michael             | Tollin
      1413 | John                | Hough
       583 | Daniel              | Petrie
      2608 | Stephen             | Chow
       907 | Frederik Du         | Chau
      1766 | Marc                | Rocco
      1764 | Marc                | Lawrence
      1335 | Joan Micklin        | Silver
      1943 | Michael             | Ritchie
      2940 | Zach                | Braff
      1568 | Kar-Wai             | Wong
      2319 | Richard             | Pearce
      2527 | Sean                | Anders
       848 | Farhan              | Akhtar
      2051 | Nicolas             | Roeg
      2135 | Paul                | Brickman
      1418 | John                | Irvin
       881 | Franco              | Amurri
      2123 | Patrick             | Hughes
      1680 | Lee                 | Daniels
      2134 | Paul                | Bogart
      2755 | Tim                 | Hunter
       880 | Franck              | Khalfoun
      1586 | Ken                 | Finkleman
      2669 | Steven              | Zaillian
       248 | Bertrand            | Blier
      2725 | Terry               | George
      2069 | Noah                | Baumbach
       406 | Cate                | Shortland
      2813 | Tommy Lee           | Wallace
      1686 | Lee                 | Unkrich
      2228 | Phil                | Joanou
      1348 | Joe                 | Dante
       932 | Gary                | Fleder
      2298 | Richard             | Brooks
      1433 | John                | Milius
      2532 | Sean                | McNamara
       733 | Dito                | Montiel
      1594 | Ken                 | Wiederhorn
       125 | Andrew              | Lane
      1426 | John                | Mackenzie
       700 | Denis               | Villeneuve
      1908 | Michael             | Dinner
       187 | Arlene              | Sanford
      2644 | Steve               | Martino
      1416 | John                | Huston
      2226 | Peyton              | Reed
      1232 | Jay                 | Roach
      1543 | Julie               | Taymor
      2301 | Richard             | Curtis
       980 | George P.           | Cosmatos
      1787 | Mario Van           | Peebles
      2028 | Nelson              | McCormick
      2831 | Travis              | Knight
       107 | Anders Thomas       | Jensen
      1628 | Kim                 | Ki-duk
      2351 | Rob                 | Minkoff
       512 | Claude              | Sautet
      1653 | Lamont              | Johnson
      1572 | Kathryn             | Bigelow
       595 | Danny               | Pang
       924 | Gareth              | Edwards
      2748 | Ti                  | West
       896 | Franklin J.         | Schaffner
       651 | David               | McNally
      2811 | Tommy               | Chong
      1332 | Joachim             | Trier
       985 | George              | Tillman
      1189 | James               | McTeigue
      2896 | William             | Dear
       623 | David F.            | Sandberg
      2551 | Shane               | Carruth
       304 | Bobby               | Farrelly
      2338 | Ringo               | Lam
