Which directors have directed in more than 2 movies?
SELECT C.member_id, C.first, C.last FROM casts C natural join directed D1 inner join directed D2 on D1.member_id = D2.member_id where D1.movie_id != D2.movie_id GROUP BY C.member_id;
 member_id |        first        |       last       
      1971 | Mikael              | Salomon
      2772 | Todd                | Holland
       450 | Chris               | Koch
      2246 | Piers               | Haggard
      1059 | Harold              | Becker
       679 | David               | Twohy
      2823 | Tony                | Kaye
      1160 | James               | Bobin
       982 | George Roy          | Hill
      1152 | Jake                | Kasdan
      1384 | John                | Carpenter
      1826 | Marshall            | Herskovitz
      1490 | Jonathan            | Lynn
      1947 | Michael             | Showalter
       457 | Chris               | Renaud
       302 | Bob                 | Swaim
      2645 | Steve               | McQueen
      2797 | Tom                 | McLoughlin
      1020 | Gregg               | Araki
       558 | Damien              | Chazelle
      1720 | Louis               | Malle
      2221 | Peter               | Weir
      1424 | John Lee            | Hancock
      2511 | Scott               | Cooper
       167 | Anthony             | Minghella
       290 | Bob                 | Clark
      1716 | Lone                | Scherfig
      2458 | Rupert              | Sanders
       572 | Daniel              | Alfredson
      1735 | Luis                | Valdez
      2326 | Richard             | Tuggle
      2649 | Steve               | Rash
      1946 | Michael             | Schultz
      2639 | Steve De            | Jarnatt
       332 | Brian               | Henson
       885 | Frank               | Darabont
      2554 | Shari Springer      | Berman
      1107 | Iain                | Softley
      1465 | Jon                 | Favreau
       625 | David               | Fincher
      2522 | Scott               | Speer
       817 | Eric                | Brevig
       299 | Bob                 | Rafelson
       169 | Anthony             | Russo
      2871 | Walter              | Hill
       236 | Ben                 | Younger
      2362 | Robert Ben          | Garant
      1751 | Majid               | Majidi
      1204 | Jamie               | Blanks
        73 | Alex                | Cox
      2646 | Steve               | Miner
      2179 | Peter               | Berg
      1085 | Hirokazu            | Koreeda
      2769 | Todd                | Field
       121 | Andrew              | Fleming
      1438 | John                | Pasquin
      1407 | John                | Hamburg
      2158 | Paul                | Schrader
      2627 | Stephen             | Sommers
      2842 | Uli                 | Edel
      2223 | Peter               | Yates
      2456 | Ruggero             | Deodato
      2932 | Yimou               | Zhang
      2104 | Paolo               | Sorrentino
      1391 | John                | Derek
       467 | Christian           | Alvart
      2026 | Neil                | Marshall
      1177 | James               | Gray
      1566 | Karel               | Reisz
      2746 | Thor                | Freudenthal
      1222 | Jason               | Moore
      1921 | Michael             | Hoffman
      1358 | Joe                 | Wright
       600 | Darren              | Aronofsky
       335 | Brian               | Levant
      1596 | Kenneth             | Branagh
      1768 | Marc                | Webb
      1360 | Joel                | Edgerton
       159 | Anne                | Fontaine
      2489 | Sam                 | Taylor-Johnson
       890 | Frank               | Marshall
      1394 | John Erick          | Dowdle
       517 | Clint               | Eastwood
      1957 | Michael             | Winner
       129 | Andrew              | Niccol
      1181 | James               | Kent
      2517 | Scott               | Kalvert
      1208 | Jamie               | Uys
       330 | Brian               | Gilbert
      1220 | Jason               | Friedberg
      1634 | Kirk                | Jones
      1363 | Joel                | Hopkins
       613 | David               | Beaird
      2371 | Robert De           | Niro
      1545 | Julio               | Medem
      1482 | Jonathan            | Glazer
      2268 | Rakeysh Omprakash   | Mehra
      1340 | Jody                | Hill
       610 | David               | Anspaugh
      1425 | John                | Luessenhop
       812 | Emir                | Kusturica
      1390 | John                | Dahl
       510 | Claude              | Chabrol
      2280 | Rawson Marshall     | Thurber
       198 | Asghar              | Farhadi
        28 | Adam                | Simon
      1796 | Mark                | DiSalle
      2208 | Peter               | Masterson
       720 | Destin Daniel       | Cretton
      2913 | Wim                 | Wenders
      2358 | Rob                 | Zombie
      1000 | Glenn               | Ficarra
      2205 | Peter               | MacDonald
       706 | Dennis              | Gansel
      1423 | John                | Lasseter
       213 | Baltasar            | KormÃ¡kur
      1114 | Imtiaz              | Ali
      1244 | Jean-Jacques        | Beineix
      2416 | Rod                 | Daniel
      1760 | Manny               | Coto
      1553 | Justin              | Chadwick
       594 | Danny               | Leiner
       460 | Chris               | Rock
      1530 | Joyce               | Chopra
       851 | Federico            | Fellini
       893 | Frank               | Perry
       805 | Elizabeth Allen     | Rosenbaum
      1822 | Mark                | Waters
      1139 | Jack                | Fisk
       413 | Cedric              | Sundstrom
       649 | David               | Mackenzie
        25 | Adam                | Rifkin
       141 | Andy                | Muschietti
      2512 | Scott               | Derrickson
       465 | Chris               | Wedge
       449 | Chris               | Kentis
      1853 | Mathieu             | Kassovitz
        64 | Albert              | Pyun
      1421 | John                | Lafia
       839 | Evan                | Goldberg
      1128 | J.A.                | Bayona
      2922 | Xavier              | Dolan
      1899 | Michael             | Chapman
      2108 | Park                | Chan-Wook
       770 | Drake               | Doremus
      1175 | James               | Glickenhaus
      2686 | Susan               | Seidelman
      2152 | Paul                | McGuigan
       189 | Armyan              | Bernstein
      2025 | Neil                | LaBute
      1431 | John                | McTiernan
      2082 | Ole                 | Bornedal
      2259 | Rachel              | Talalay
      1415 | John                | Hughes
      2006 | Nadia               | Tass
      1692 | Leonard             | Nimoy
      1463 | Jon                 | Amiel
      2400 | Robert              | Shaye
      1162 | James               | Bridges
      1239 | Jean-Claude         | Lord
        54 | Alan                | Myerson
       181 | Ari                 | Aster
      2827 | Tony                | Richardson
       963 | Geoffrey            | Sax
      1278 | Jennifer Yuh        | Nelson
      1880 | Mel                 | Damski
       391 | Carlo               | Carlei
      2183 | Peter               | Cattaneo
      1920 | Michael             | Herz
      1321 | Jim                 | Sheridan
      1216 | Jared               | Hess
       777 | Duncan              | Jones
      2198 | Peter               | Hyams
      2159 | Paul Thomas         | Anderson
        27 | Adam                | Shankman
       143 | Andy                | Tennant
        58 | Alan                | Rudolph
      2752 | Tim                 | Burton
       228 | Beeban              | Kidron
       850 | Fede                | Alvarez
       258 | Bill                | Condon
       483 | Christopher         | Crowe
      1836 | Martin              | Ritt
       379 | Callie              | Khouri
      1285 | Jeremy              | Kagan
      2171 | Percy               | Adlon
      1447 | John                | Roberts
      1866 | Matthew             | Robbins
       676 | David               | Steinberg
       214 | Baran bo            | Odar
      1753 | Malcolm D.          | Lee
       945 | Gary                | Trousdale
      1951 | Michael             | Tiddes
      1203 | Jamie               | Babbit
      1915 | Michael             | Gottlieb
      2945 | Zalman              | King
         3 | Ã‰lie               | Chouraqui
      1227 | Jaume               | Collet-Serra
      1295 | Jerry               | Schatzberg
      2151 | Paul                | Mazursky
       978 | George              | Miller
      2597 | Stanley             | Kubrick
      2716 | Ted                 | Demme
      1209 | Jan de              | Bont
      2559 | Sheldon             | Lettich
      2674 | Stuart              | Baird
       793 | Edgar               | Wright
      2681 | Stuart              | Rosenberg
      2230 | Phil                | Lord
      1620 | Kevin               | Smith
       476 | Christine           | Jeffs
      2156 | Paul                | Nicholas
       883 | Franco              | Zeffirelli
      1544 | Julien              | Temple
       647 | David               | Lowery
       593 | Danny               | DeVito
       154 | Anna                | Boden
       234 | Ben                 | Stiller
      1910 | Michael             | Dowse
       351 | Bruce               | Robinson
      1974 | Mike                | Binder
       732 |                     | Directors
      2556 | Shawn               | Levy
      2501 | Sanjay Leela        | Bhansali
      1827 | Martha              | Coolidge
       626 | David               | Frankel
       470 | Christian           | Duguay
      1565 | Karan               | Johar
      2632 | Steve               | Beck
       478 | Christophe          | Gans
       577 | Daniel              | Espinosa
      2768 | Tod                 | Williams
      1057 | Harley              | Cokeliss
      2310 | Richard             | Kelly
       634 | David               | Hogan
      2703 | Takashi             | Shimizu
      2509 | Saul                | Dibb
      1661 | Larry               | Clark
      2440 | Ron                 | Howard
      2181 | Peter               | Bogdanovich
      2398 | Robert              | Rodriguez
      2837 | Troy                | Duffy
      1409 | John                | Herzfeld
      2453 | Ruben               | Ã–stlund
       686 | David               | Zucker
      1406 | John                | Gulager
      1149 | Jacques             | Rivette
        93 | Allan               | Arkush
       195 | Arthur              | Hiller
      1153 | Jake                | Schreier
      1047 | Hal                 | Hartley
      2789 | Tom                 | Holland
      2320 | Richard             | Pryor
      2490 | Sam                 | Weisman
       892 | Frank               | Oz
      2660 | Steven              | Knight
      1675 | Lawrence            | Guterman
      1154 | Jake                | Scott
      1356 | Joe                 | Roth
      2923 | Xavier              | Gens
      2778 | Tom                 | Brady
      2537 | SebastiÃ¡n          | Lelio
      2209 | Peter               | Medak
      1893 | Michael             | Apted
       962 | Geoff               | Murphy
      1200 | James               | Watkins
      2177 | Pete                | Travis
      1010 | Gore                | Verbinski
      1690 | Lenny               | Abrahamson
       370 | Byron               | Howard
      2076 | Norman              | Jewison
      1471 | Jon S.              | Baird
        60 | Alan                | Taylor
       518 | Clive               | Barker
      1299 | Jesse               | Dylan
      2883 | Whit                | Stillman
      1488 | Jonathan            | Levine
      2542 | Seth                | Gordon
       235 | Ben                 | Wheatley
      2612 | Stephen             | Frears
       763 | Doug                | Liman
      2442 | Ron                 | Shelton
      1168 | James               | DeMonaco
      1260 | Jeff                | Kanew
       232 | Ben                 | Lewin
        77 | Alex                | Kurtzman
      1609 | Kevin               | Greutert
       939 | Gary                | Ross
      1164 | James               | Cameron
      1344 | Joe                 | Carnahan
      1446 | John R.             | Leonetti
       134 | Andrey              | Konchalovskiy
      1430 | John                | McNaughton
      2467 | Ryan                | Coogler
      2616 | Stephen             | Herek
       102 | Amma                | Asante
      1901 | Michael             | Cimino
      1410 | John                | Hillcoat
       365 | Buddy Van           | Horn
       704 | Dennis              | Dugan
      2692 | Susanne             | Bier
       618 | David               | Cronenberg
       313 | Brad                | Peyton
      1972 | Mike                | Barker
      1539 | Julian              | Jarrold
      1736 | Lukas               | Moodysson
      2460 | Rupert              | Wyatt
       742 | Don                 | Bluth
      2771 | Todd                | Haynes
      1158 | James B.            | Harris
       753 | Donald              | Petrie
      1300 | Jesse               | Peretz
       394 | Carlos              | Saldanha
      2846 | Vadim               | Perelman
       424 | Charles             | Herman-Wurmfeld
      2809 | Tomas               | Alfredson
      2438 | Roman               | Polanski
      2443 | Ron                 | Underwood
      1366 | Joel                | Silberg
      2423 | Roger               | Allers
       156 | Annabel             | Jankel
      2783 | Tom                 | DiCillo
       117 | Andrew              | Davis
      2434 | Roland              | Emmerich
      2394 | Robert              | Mulligan
      1637 | Kiyoshi             | Kurosawa
      1519 | Josh                | Boone
       914 | GÃ©rard             | Krawczyk
      1119 | Irwin               | Winkler
       331 | Brian               | Helgeland
      1578 | Keenen Ivory        | Wayans
       599 | Darrell             | Roodt
      2146 | Paul                | Haggis
      1486 | Jonathan            | Kasdan
      1525 | Joshua              | Marston
      2765 | Timur               | Bekmambetov
      2568 | Sidney              | Poitier
       466 | Chris               | Weitz
       201 | Ashutosh            | Gowariker
      2643 | Steve               | Kloves
      1617 | Kevin               | Reynolds
      2734 | Theodoros           | Angelopoulos
      1778 | Marcus              | Dunstan
      1314 | Jim                 | Gillespie
      2265 | Rajkumar            | Hirani
       920 | Gabriele            | Muccino
      1058 | Harmony             | Korine
       231 | Ben                 | Falcone
      1311 | Jim                 | Drake
       640 | David               | Koepp
      2917 | Wolfgang            | Petersen
      2774 | Todd                | Phillips
      1813 | Mark                | Pellington
      2189 | Peter               | Farrelly
      1435 | John N.             | Smith
       730 |                     | Director
       548 | D.J.                | Caruso
      2430 | Roger               | Michell
      1405 | John                | Guillermin
      1276 | Jennifer            | Kent
       110 | Andrea              | Arnold
       485 | Christopher         | Guest
      1388 | John                | Curran
      2763 | Tim                 | Story
      1198 | James               | Wan
       341 | Bronwen             | Hughes
      2241 | Phillip             | Borsos
      1195 | James               | Signorelli
       192 | Arne                | Glimcher
      2170 | Penny               | Marshall
      2415 | Rod                 | Amateau
       689 | Dean                | DeBlois
      1806 | Mark L.             | Lester
       674 | David               | Slade
      1492 | Jonathan            | Mostow
       401 | Cary Joji           | Fukunaga
      2061 | Nikkhil             | Advani
      1483 | Jonathan            | Hensleigh
      1094 | Howard              | Deutch
      1948 | Michael             | Spierig
      1743 | Lynne               | Ramsay
      1130 | J.C.                | Chandor
        85 | Alfonso             | CuarÃ³n
      2245 | Pierre              | Morel
      2663 | Steven R.           | Monroe
      2728 | Terry               | Jones
        21 | Adam                | Green
      2119 | Patricia            | Rozema
      1832 | Martin              | Davidson
      2880 | Wes                 | Anderson
       635 | David Hugh          | Jones
      2252 |                     | Prince
       620 | David               | Dobkin
        67 | Alejandro G.        | IÃ±Ã¡rritu
      1377 | John                | Boorman
      2084 | Oliver              | Parker
      2383 | Robert              | Iscove
       783 | Dwight H.           | Little
      2708 | Tamra               | Davis
      2360 | Robert              | Altman
      2330 | Rick                | Famuyiwa
       540 | Craig               | Gillespie
      1980 | Mike                | Judge
      2794 | Tom                 | Mankiewicz
       588 | Daniel              | Vigne
      1019 | Greg                | Tiernan
      2478 | Sally               | Potter
       275 | Billy Bob           | Thornton
      1801 | Mark                | Herman
      2635 | Steve               | Boyum
      2480 | Sam                 | Firstenberg
      2869 | Walt                | Becker
       136 | Andrzej             | Bartkowiak
      1459 | John                | Wells
      1868 | Matthew             | Vaughn
      1597 | Kenneth             | Johnson
       654 | David               | Mirkin
      2744 | Thomas              | Schlamme
      1339 | Jodie               | Foster
      2648 | Steve               | Pink
        23 | Adam                | McKay
      2713 | Taylor              | Hackford
      1521 | Josh                | Gordon
      2550 | Shane               | Black
      2548 | Shana               | Feste
       959 | Genndy              | Tartakovsky
      2518 | Scott               | McGehee
      2363 | Robert              | Benton
       957 | Gene                | Wilder
      1065 | Hart                | Bochner
      1795 | Mark                | Dindal
       999 | Glen                | Morgan
       707 | Dennis              | Hopper
      2810 | Tomm                | Moore
      2014 | Nanni               | Moretti
      2161 | Paul                | Verhoeven
      1985 | Mike                | Mitchell
      1069 | Hector              | Babenco
      1043 | Guy                 | Ritchie
      2240 | Philippe            | Mora
       602 | Darren Lynn         | Bousman
       691 | Dean                | Israelite
      2604 | Stephan             | Elliott
      2112 | Pat                 | O'Connor
       104 | Amy Holden          | Jones
      1032 | Griffin             | Dunne
      1591 | Ken                 | Russell
       427 | Charles             | Shyer
      2934 | Yorgos              | Lanthimos
      1652 | Lake                | Bell
      1518 | Joseph              | Zito
      1819 | Mark Steven         | Johnson
      2693 | Sydney              | Pollack
       445 | Chris               | Columbus
      2573 | Simon               | Curtis
      2487 | Sam                 | Raimi
       253 | Betty               | Thomas
       692 | Dean                | Parisot
      1237 | Jean-Claude         | Brisseau
      2019 | Neal                | Israel
      1818 | Mark                | Rydell
      2638 | Steve               | Carver
       757 | Dorian              | Walker
      1600 | Kenny               | Ortega
      1582 | Kelly               | Makin
      1763 | Marc                | Forster
       319 | Breck               | Eisner
      1817 | Mark                | Rosman
      2269 | Ralph               | Bakshi
       797 | Edward              | Yang
       582 | Daniel              | Petrie
      1095 | Howard              | Franklin
      1958 | Michael             | Winterbottom
      2812 | Tommy Lee           | Jones
      2832 | Trevor              | Nunn
      2141 | Paul                | Flaherty
       337 | Brian               | Robbins
      1689 | Len                 | Wiseman
      1699 | Lewis               | Gilbert
       200 | Ash                 | Brannon
       990 | Gil                 | Junger
       685 | David               | Yates
      1379 | John                | Byrum
       973 | George              | Huang
      1925 | Michael             | Lehmann
      1895 | Michael             | Bay
      1448 | John                | Sayles
      1290 | Jerry               | Jameson
       997 | Gina                | Prince-Bythewood
      1211 | Jane                | Campion
        63 | Albert              | Magnoli
       274 | Bille               | Woodruff
      1304 | Jessie              | Nelson
      1904 | Michael             | Crichton
       801 | Eli                 | Roth
      1076 | Henry               | Joost
        16 | Abel                | Ferrara
      1659 | Larry               | Bishop
       326 | Brian De            | Palma
      1939 | Michael             | Pearce
      1450 | John                | Schultz
      2637 | Steve               | Carr
       183 | Ari                 | Sandel
      2787 | Tom                 | Hanks
       122 | Andrew              | Haigh
       648 | David               | Lynch
       570 | Dan                 | Scanlon
      1014 | Greg                | Beeman
       530 | Corey               | Yuen
        55 | Alan                | Parker
       790 | Ed                  | Harris
(1391 rows)

