Find the actors who have not worked in any movie between 1999 and 2012(including the start year and end year)?
select distinct member_id, first, last from starred_in natural join casts where member_id not in ( select C.member_id from casts C natural join starred_in natural join movies m where m.year between 1999 and 2012) ;
 member_id |        first        |      last      
      6385 | Jill                | Clayburgh
      6371 | Hanyu               | Zhang
      7973 | Max                 | GrodÃ©nchik
      7141 | Jack                | Mulcahy
      8089 | Gilda               | Radner
      8107 | Ray                 | Simpson
      7881 | Heather             | Sossaman
      8140 | Sullivan            | Stapleton
      7136 | Leif                | Garrett
      6353 | Marlon              | Brando
      7901 | Peter               | Liapis
      7112 | Jermaine            | Hopkins
      8199 | Stephen             | McCole
      7970 | Jill                | Schoelen
      7801 | Steve               | Bisley
      6954 | Deborah             | Foreman
      7837 | Cathy               | Podewell
      8470 | Tracy Camilla       | Johns
      6282 | Harry Dean          | Stanton
      8238 | Richard             | Bohringer
      8286 | David               | Andrews
      7737 | Mark                | Strong
      8393 | Michael B.          | Jordan
      1083 | Hideaki             | Anno
      8482 | Rod                 | Steiger
      7608 | Max                 | Gail
      7924 | Jaden               | Smith
      6616 | Dan                 | Monahan
      7212 | Teresa              | Stratas
      7216 | Lukas               | Haas
      6861 | Alek                | Skarlatos
      6589 | John                | Bolger
      7898 | Jean-Marc           | Barr
      8523 | Jeffrey             | Combs
      8319 | Jensen              | Daggett
      6623 | Tommy               | Davidson
      6491 | BÃ©rÃ©nice          | Bejo
      8070 | Alia                | Shawkat
      6875 | Matilda Anna Ingrid | Lutz
      7998 | Amber               | Heard
      7800 | Tami                | Erin
      6497 | Phoebe              | Cates
      6630 | Mel                 | B
      6556 | Sophie              | Marceau
      7822 | Robert              | Pralgo
      6806 | Patton              | Oswalt
      8054 | Kumail              | Nanjiani
      6670 | Jane                | Snowden
      6786 | Helena Bonham       | Carter
      7151 | Harris              | Dickinson
      2294 | Richard             | Attenborough
      6488 | Mary                | Steenburgen
      8606 | David               | Rawle
      7406 | Josef               | Sommer
      1883 | Melanie             | Martinez
      7432 | Lewis               | MacDougall
      6280 | Rupert              | Friend
      7371 | Rolf                | LassgÃ¥rd
      8037 | Ed                  | Begley
      8578 | Karen               | Black
      6579 | Whoopi              | Goldberg
      8111 | Sarah               | Patterson
      6377 | Luke                | Edwards
      8527 | Peter               | Falk
      8471 | Danny               | Aiello
      8291 | Mike                | Norris
      7870 | SeÃ¡na              | Kerslake
      6984 | Judy                | Davis
      6907 | DarÃ­o              | Grandinetti
      6222 | Ajay                | Devgn
      8407 | Shin                | Ha-kyun
      7858 | Barbara             | Sukowa
      7948 | Dan                 | Belcher
      8224 | Emma                | SuÃ¡rez
      6669 | Stephen             | Rea
      7408 | Lauren              | Hutton
      7614 | Kathryn             | Hahn
      6691 | Lothaire            | Bluteau
      6880 | Olivia              | Cooke
       671 | David               | Schwimmer
      7525 | Alison              | Brie
      6686 | Walton              | Goggins
      7065 | Michael             | Schoeffling
      6241 | Eddie               | Barth
      6942 | Sean                | Gullette
      7556 | Chris               | O'Dowd
      8203 | Pamela              | Adlon
      7791 | Tiger Hu            | Chen
      6774 | Mackenzie           | Astin
      7056 | Dennis              | Christopher
      7502 | Tony Ka Fai         | Leung
      6750 | Abraham             | Attah
      7649 | Roger               | Moore
      7742 | Shannon             | Bond
      8697 | Vijay               | Varma
      8690 | Philippe            | CaubÃ¨re
      7117 | John                | Heard
      8094 | Shafiq              | Syed
       894 | Frank               | Whaley
      7413 |                     | Nas
      7945 | Maruschka           | Detmers
      8559 | Fred                | Dryer
      6855 | Yves                | Montand
      6955 | George              | Newbern
      7714 | Paul Le             | Mat
      6609 | William             | Moseley
      7698 | Sonny               | Bono
      1465 | Jon                 | Favreau
      8167 | Kim                 | Min-hee
      7596 | Billy               | Campbell
      8673 | Noah                | Hathaway
      6378 | William             | Baldwin
      8179 | Jonathan            | Emerson
      7457 | Ben                 | Kingsley
      8188 | Charlie             | Schlatter
      7109 | Robyn               | Lively
      8550 | Diane               | Franklin
      6220 | Sachiko             | Murase
      8640 | Tupac               | Shakur
      7810 | Dave                | Johns
      6313 | Eva                 | Melander
      8395 |                     | Prabhas
      8601 | Aldis               | Hodge
      8479 | Augie               | Tulba
      6851 | Daisy               | Ridley
      7634 | Bo                  | Derek
      6785 | James               | Wilby
      8522 | Harland             | Williams
      8576 | Jack                | Huston
      7604 | Lucas               | Hedges
      8595 |                     | 
      7813 | Sammi               | Davis
      8381 | Barry               | Jackson
      7578 | Traci               | Lords
      7098 | Ryan                | Potter
      8300 | Domhnall            | Gleeson
      8352 | Chris               | Young
      6266 | Mitchell            | Gaylord
      6442 | Juliet              | Stevenson
      6268 | Sasha               | Mitchell
      6831 | Tye                 | Sheridan
      8548 | Damian              | Chapa
      7397 | Hiroki              | Hasegawa
      7619 | Nigel               | Terry
      8498 | Martin              | Landau
      8141 | Harry               | Hamlin
      3511 | John                | Cleese
      7033 | David               | Tennant
      6557 | John                | Lone
      7347 | Federico            | Luppi
      8245 | Timothy             | Balme
      6530 | Paul                | Mercurio
      7285 | Jason               | Beghe
      8608 | William             | Ragsdale
      7252 | Dana                | Delany
      8507 | Rob                 | Corddry
      7773 | Jake                | Choi
      8553 | Leigh               | McCormack
      6792 | Brady               | Jandreau
      7827 | Owen                | Campbell
      8524 | Gary                | Graham
      6964 | Linnea              | Quigley
      7864 | Patrick             | Houser
      3900 | Leon Isaac          | Kennedy
      7345 | Laura               | Harring
      7665 | Alex                | Vincent
      7581 | Robert Sean         | Leonard
      7366 | Michael             | O'Keefe
      8657 | James               | Whitmore
      6177 | Harvey              | Keitel
      6863 | Craig               | Sheffer
      7301 | Joey                | Lawrence
      6923 | Helen               | Slater
      6879 | DemiÃ¡n             | Bichir
      8279 | Arjun               | Kapoor
      8439 | David               | Knell
      7045 | Rosario             | Dawson
      8225 | Emelie              | Garbers
      7150 | Lorenzo             | Quinteros
      7629 | Roddy               | Piper
      7130 | Michael             | Saquella
       848 | Farhan              | Akhtar
      6746 | Hugh Duncan Bigney  | Mitchell
      7952 | Laurel              | Holloman
      7568 | John                | Lurie
      7424 | Mark                | Hamill
      7384 | Sumi                | Shimamoto
      8311 | Chris               | Makepeace
      2476 | Sally               | Field
      7533 | Ruth                | Negga
      7324 | Meg                 | Tilly
      2856 | Vincent             | D'Onofrio
      7781 | Brigitte            | Lin
      8295 | Kellan              | Lutz
      8318 | Shane               | McDermott
      6771 | Lilyan              | Chauvin
      6424 | Ben                 | Mendelsohn
      6667 | JoBeth              | Williams
      6381 | Ellen               | DeGeneres
      7265 | Season              | Hubley
      6257 | Tom                 | Berenger
      8490 | Stephan             | James
      8309 | Blake               | Jenner
      7741 | George              | O'Hanlon
      6866 | Don                 | Francks
      7113 | Adrian              | Grenier
      6698 | Richard E.          | Grant
      7528 | Kate                | Hodge
      6997 | Lindsay             | Crouse
      8034 | Ron                 | Fazio
      7775 | Nicky               | Whelan
      6603 | Peter               | Sellers
      6278 | Joe                 | Pesci
      8292 | Lane                | Smith
      6710 | Anthony Michael     | Hall
      6566 | Alex                | Roe
       637 | David               | Keith
      8180 | Gal                 | Gadot
      7382 | Jon                 | Lovitz
      6382 | Brooke              | Shields
      8658 | Klinton             | Spilsbury
      8041 | Gerrit              | Graham
      8012 | Doug                | McKeon
      8618 | Zack                | Gottsagen
      8382 | Johannes            | Kuhnke
      2955 | Marie               | RiviÃ¨re
      6732 | Ringo               | Starr
      8350 | Rosa                | Salazar
      6779 | Michael             | Jeter
       437 | Cheech              | Marin
      8672 | JÃ¼rgen             | Prochnow
      6588 | Martin              | Mull
      7391 | Paul                | Terry
       795 | Edward James        | Olmos
      8502 | George              | Hearn
      6154 | Emmanuelle          | Chaulet
      6844 | Shawnee             | Smith
      8667 | Richard             | Hatch
      6690 | Kristina            | Nehm
      7091 | Elizabeth           | Hartman
      7807 | Ian                 | Hart
      8544 | Octavia             | Spencer
      7866 | Cynthia             | Dale
      6168 | Mohamad Ali         | Keshavarz
      8164 | Margarita           | Lozano
      7818 | Daiki               | Yamashita
      6695 | Tim                 | Matheson
      6986 | Emily               | Lloyd
      7729 | Jonathan            | Jackson
      7116 | Allen               | Payne
      6219 | Akira               | Terao
      2320 | Richard             | Pryor
      5605 | Andrew              | Lowery
      5553 | Michael             | Palin
      7036 | Howie               | Long
      8453 | Miko                | Hughes
      8411 | Ranveer             | Singh
      6419 | Jack                | O'Connell
      7201 | Munro               | Chambers
      7571 | Adam                | Driver
      1065 | Hart                | Bochner
      6269 | Olivier             | Gruner
      6811 | Oscar               | Isaac
      8299 | Roger               | Rose
      7385 | Hitoshi             | Takagi
      8402 | Alan                | Bates
      6921 | Jason               | Robards
      8307 | Jason               | London
      2544 | Seth                | MacFarlane
      6505 | Storm               | Reid
      6251 | Meat                | Loaf
      7876 | Anthony             | Gonzalez
      2796 | Tom                 | McGrath
      8418 | Scott               | Shepherd
      7230 | Robert John         | Burke
      7006 | Chris               | Stafford
      8450 | Amy                 | Seimetz
      6306 | Maribel             | VerdÃº
      8011 | Kader               | Boukhanef
      6477 | Emmanuel            | Salinger
      6584 | Lori                | Lethin
      7503 | Kaitlyn             | Dever
      6864 | Scott               | Bakula
      7856 | Amy                 | Madigan
      6462 | Jenjira             | Pongpas
      7517 | Everett             | McGill
      8670 | Otto                | Sander
      8230 | Siyabonga           | Mabaso
      6436 | Hedy                | Burress
      8340 | Tammy               | Lauren
      7611 | J. Eddie            | Peck
      8584 | Jane                | Adams
      8201 | Linda               | Blair
      8247 | Andrew              | Prine
      6983 | Neal                | McDonough
      1274 | Jemaine             | Clement
      7977 | Katharine           | Hepburn
      7192 | Derek de            | Lint
      6373 | Ben                 | Schnetzer
      8329 | Daniel              | Jenkins
      7379 | Balthazar           | Getty
      6621 | Jon                 | Cryer
      8555 | Jonathan            | Pryce
      6735 | Dominic             | Monaghan
      6179 | Lili                | Taylor
      8192 | Jean                | Martin
      8306 | Alice               | Englert
      8586 | Rebel               | Wilson
      8209 | Casper Van          | Dien
      6666 | Tom                 | Selleck
      7455 | Joan                | Collins
      7229 | Andre               | Gower
      7838 | Trevor              | Howard
      7956 | Kadeem              | Hardison
      8215 | Agata               | Kulesza
      6688 | Edward              | Woodward
      6815 | Peter               | Weller
      8333 | Kelly               | Reno
      7853 | Michael J.          | Pollard
      7895 | Andre               | Gregory
      6590 | Pelle               | Hvenegaard
      7055 | Michael             | Ealy
      7225 | Luciano             | Pavarotti
      6552 | Bettina             | Bush
      2613 | Stephen             | Fry
      7059 | ChloÃ« Grace        | Moretz
      7650 | Louis               | Gossett
      7520 | Wilhelmenia         | Fernandez
      7167 | Edgar               | RamÃ­rez
      8219 | Victoria            | Abril
      6778 | Marc                | Price
      1596 | Kenneth             | Branagh
      7562 | Chloe               | Bennet
      6867 | Bill                | Hader
      6200 | Diane               | Ladd
      2180 | Peter               | Billingsley
      7765 | Jovan               | Adepo
      7417 | Lewis               | Collins
      6848 | Steve               | Sandor
      7543 | Aisling             | Franciosi
      2568 | Sidney              | Poitier
      7628 | Ferdia              | Walsh-Peelo
      8277 | Harshvardhan        | Rane
      7663 | Glenda              | Jackson
      8412 | Deepika             | Padukone
      7034 | Amy                 | Landecker
      7964 | Jared               | Rushton
      7282 | Bruno               | Lawrence
      6934 | Himesh              | Patel
      7470 | Pruitt Taylor       | Vince
      8317 | Nawazuddin          | Siddiqui
      7418 | LisaRaye            | McCoy
      8178 | Charlie             | Talbert
      7107 | Robby               | Benson
      6294 | Michael             | Roark
      7576 | Michael             | Zorek
      7176 | Jada Pinkett        | Smith
      7511 | Louis               | Koo
      6509 | Jason               | Clarke
      8611 | Xiaoming            | Huang
      7551 | Mark                | Blankfield
      8401 | Louise              | Lasser
      8665 | Martin              | Yost
      8642 | Keith               | Carradine
       806 | Elizabeth           | Banks
      6199 | Bill                | Pullman
      6150 | Kristy              | McNichol
      6849 | Isaach De           | BankolÃ©
      2374 | Robert              | Duvall
      8653 | Carolyn             | Farina
      6587 | William             | Katt
      7083 | Auli'i              | Cravalho
      8696 | Scott               | McGinnis
      7398 | Arata               | Iura
      7222 | Christopher         | Reeve
      6838 | John David          | Washington
      7676 | Jim                 | Varney
      8649 | Matthew             | Labyorteaux
      8005 | Peter               | MacNicol
      6487 | Tom                 | Arnold
      6305 | Marco               | Leonardi
      8204 | Ken                 | Ogata
      6824 | Pat                 | Morita
      6862 | Andrew              | Robinson
      7266 | Heather             | O'Rourke
      7717 | Bonnie              | Bedelia
      7458 | Frank               | Grillo
      7790 | Leslie              | Mann
      7293 | Jacqueline          | Bisset
      8316 | Irrfan              | Khan
      5507 | Paul                | Reubens
      8664 | Stan                | Ivar
      4802 | Amy                 | Schumer
      7026 | Alexandra           | Bokova
      6237 | Biff                | Yeager
      6605 | Ted                 | Danson
      8091 | James               | Cagney
      7845 | Carlos              | Alazraqui
      7058 | Steven              | Waddington
      7976 | Kate                | McNeil
      6991 | Kyle                | MacLachlan
      6439 | Terry               | Farrell
      2153 | Paul Michael        | Glaser
      6789 | Scott               | Valentine
      8305 | Ace                 | Young
      7031 | Michael             | PeÃ±a
      6717 | Pepper              | Martin
      8346 | Carlos              | Gallardo
      7305 | Scott               | Eastwood
      8589 | Deborah             | Winters
      2926 | Yahoo               | Serious
      7635 | Noah                | Taylor
      6906 | Brett               | Dalton
      7279 | Lea                 | Thompson
      8144 | Howard E.           | Rollins
      7515 | Michael             | Ironside
      6180 | Sushant Singh       | Rajput
      6767 | Jeffrey             | Byron
      7095 | Marc                | Singer
      6386 | Tom                 | Hulce
      7186 | Tony                | Anthony
      7709 | Constance           | Wu
      8128 | Kim                 | Bodnia
      7243 | Guy                 | Marchand
      7655 | Zoey                | Deutch
      6765 | Yoo                 | Ah-in
      7093 | Glen                | Campbell
      6822 | Steven              | Weber
      6881 | Jessica             | Lange
      7405 | Mary Beth           | McDonough
       707 | Dennis              | Hopper
      6297 | Bruce               | Dern
      7744 | Lorraine            | Gary
      6615 | Randy               | Quaid
       722 | Dexter              | Fletcher
      8374 | Tatum               | O'Neal
      8039 | William             | Petersen
      8147 | Stephen             | Caffrey
      7743 | Cristina            | Raines
       306 | Bobcat              | Goldthwait
      7197 | Carlo               | Cecchi
      6330 | Ruth                | Ramos
      7872 | Eric                | Freeman
      8405 | Jo                  | Jung-Suk
      6617 | Judd                | Nelson
      7161 | Caitlin             | Gerard
      8563 | Til                 | Schweiger
      8068 | Brian               | Krause
      7683 | Vincent             | Spano
      6160 | Ã\u0081lex          | Angulo
      7514 | Maxime              | Collin
      8399 | Odessa              | Young
      8228 | Travis              | Tedford
      7070 | Raymond             | Burr
      7936 | Larry               | Drake
      7878 | Elisabeth           | Moss
      8331 | Kurt                | Thomas
      7118 | Steven              | Bauer
      6252 | Robert              | Urich
      6291 | Brandon             | Lee
      7752 | Treat               | Williams
      6583 | Christine           | Lahti
      7360 | Jakob               | Cedergren
      6421 | Taapsee             | Pannu
      6317 | Andy                | Kaufman
      6633 | Daniel              | Jordano
      1787 | Mario Van           | Peebles
      6608 | Ellen               | Barkin
      6191 | Lin                 | Shaye
      6969 | ClÃ©mence           | PoÃ©sy
      6768 | Everett             | Silas
      6874 | Roland              | Giraud
      7994 | Gabriel             | Damon
      6346 | Zoe Margaret        | Colletti
      6359 | J. Michael          | Finley
      7915 | Shuzhen             | Zhao
      7476 | Cassandra           | Peterson
      8432 | Jamie               | Dornan
      8278 | Peter               | Keleghan
      6457 | Reb                 | Brown
      7509 | Rip                 | Torn
      8142 | Ryu                 | Jun-Yeol
      7786 | Adrian              | Pasdar
      6756 | Teresa              | Palmer
      7207 | Thierry             | Lhermitte
      7264 | James               | Farentino
      6654 | Jeff                | Goldblum
      8065 | Louis               | Garrel
      7133 | Sofia               | Mali
      6333 | David               | Oyelowo
      8361 | Kathleen            | Fee
      6228 | Tom Everett         | Scott
      8028 | Dave                | Bautista
      1841 | Marty               | Feldman
      2354 | Rob                 | Reiner
      7362 | Peter               | Ustinov
      7768 | Tawny               | Kitaen
