Find the actors who have not worked in any movie between 1999 and 2012(including the start year and end year)?
select distinct member_id, first, last from starred_in natural join casts where member_id not in ( select C.member_id from casts C natural join starred_in natural join movies m where m.year between 1999 and 2012) ;
 member_id |        first        |      last      
      6369 | Zach                | Galligan
      8288 | Joey                | Cramer
      8137 | Onyama              | Laura
      8635 | Jake                | Schur
      6684 | Kent                | McCord
      6178 | Gabrielle           | Anwar
      6393 | Christopher         | McDonald
      7652 | Brian               | Kerwin
      6549 | Demetrius           | Shipp
      7415 | Jonny Lee           | Miller
      6182 | Brooke              | Adams
      8194 | Hugh                | Bonneville
      7353 | Kim                 | Vithana
      8248 | Bill                | Schoppert
      8613 | Doug                | Bradley
      8059 | Lena                | Stolze
      7931 | Simon               | Rex
      6565 | Dexter              | Gordon
      7569 | Tom                 | Waits
      4552 | Jimmie              | Fails
      8276 | Lori                | Petty
      3110 | Wayne               | Crawford
      7231 | David               | Carradine
      2145 | Paul                | Gross
      7784 | Logan               | Marshall-Green
      7685 | Jeni                | Courtney
      8679 | Anne                | Dorval
      7299 | Tina                | Majorino
      8564 | Toni                | Attell
      8283 | John                | Rhys-Davies
      7618 | Roy                 | Scheider
      7134 | Cole                | Allen
      6323 | Penelope Ann        | Miller
      5549 | Eric                | Bogosian
      7832 | Shannen             | Doherty
      1454 | John                | Stockwell
      8045 | Paige               | Turco
      8437 | David               | Morse
      7874 | Rena                | Owen
      6262 | Tyrin               | Turner
      8433 | Loni                | Anderson
      8648 | Maren               | Jensen
      8125 | Shar-Ron            | Corley
      7951 | Sandra              | HÃ¼ller
      6513 | Dolly               | Parton
      8075 | Kevin               | Anderson
      7368 | Barry               | Bostwick
      8053 | Darren              | Robinson
      7191 | Tony                | Danza
      8106 | Julie               | Walters
      6483 | Michael             | Ontkean
      5273 | John                | Cassavetes
      7196 | Kristy              | Swanson
      8254 | Pia                 | Zadora
      8170 | Michel              | Blanc
      6267 | Lee                 | Horsley
      7902 | Armie               | Hammer
      7071 | John                | Erwin
      7625 | Michael             | Moriarty
      7933 | Liam                | Hemsworth
      8429 | Kitana Kiki         | Rodriguez
      6515 | KiKi                | Layne
      8197 | Jonathan            | Crombie
      8274 | BenoÃ®t             | Poelvoorde
      8389 | Larry B.            | Scott
      7082 | Chad                | Villella
      1456 | John                | Turturro
      7340 | Dabney              | Coleman
      8262 | James               | Stewart
      8463 | Denise              | Coward
      1078 | Henry               | Winkler
      6780 | Ryan                | O'Neal
      6480 | Peter               | Boyle
      6409 | Sihung              | Lung
      7643 | Ed                  | Helms
      8560 | Emilia              | Clarke
      7427 | Klaus Maria         | Brandauer
      6472 | Jonathan Taylor     | Thomas
      8193 | Rossif              | Sutherland
      2974 | Chris               | Elliott
      7425 | Emily               | Mortimer
      7674 | Jared               | Harris
      6470 | Martha              | Higareda
      8343 | Kathleen            | Quinlan
      8615 | Ryan                | Guzman
      6857 | Anouk               | AimÃ©e
       714 | Derek               | Jarman
      8004 | Rosamund            | Pike
      7718 | Kelly               | McGillis
      6492 | Shahab              | Hosseini
      7343 | Cynthea             | Mercado
      7477 | Sara                | Takatsuki
      7329 | Teri                | Garr
      6981 | Vanilla             | Ice
      6559 | Thandiwe            | Newton
      4345 | Bulle               | Ogier
      6920 | Kenny               | Rogers
      6254 | Willie              | Nelson
      7896 | Gaspard             | Manesse
      7859 | Bodil               | JÃ¸rgensen
      6350 | Erland              | Josephson
      6239 | Sylvia              | Kristel
      8363 | Kathryn             | Harrold
      8438 | Betsy               | Palmer
      7035 | Dacre               | Montgomery
      7396 | Glen                | Berry
      7862 | Mackenzie           | Foy
      8493 | Glenn               | Plummer
      8459 | TomorÃ´             | Taguchi
      7823 | Llyr                | Ifans
      7646 | Christopher         | Atkins
      8020 | Linda               | Cardellini
      2909 | William             | Shatner
      8243 | Gong                | Li
      7012 | Sean                | Young
      7534 | Duane               | Martin
      8455 | Mark                | Dacascos
      6697 | Lisa                | Schrage
      7304 | Skylan              | Brooks
      7600 | Michael             | Jordan
      7022 | Morgan              | Fairchild
      8612 | T.J.                | Miller
      6208 | Jeremy              | Irons
      8566 | Jenny               | Wright
      7854 | Leo                 | Fitzpatrick
      7588 | Amy                 | Irving
      6877 | Loren               | Avedon
      7550 | Victor              | Love
      8508 | Tom                 | McGowan
      7734 | Lupita              | Nyong'o
      7131 | Rick                | Moranis
      7182 | Claire              | Foy
      8475 | Ayushmann           | Khurrana
      6308 | Liesel              | Matthews
      8370 | Scott               | Weinger
      7954 | Valerie             | Pachner
      7542 | Essie               | Davis
      7448 | Michel              | Piccoli
      6238 | G.W.                | Bailey
      6213 | Kate                | Maberly
      6481 | Chris               | Penn
      8146 | Marisa              | Tomei
      7670 | Michael             | Rooker
      6215 | Marta               | Mazurek
      4908 | Tim                 | Conway
      8129 | Trisha              | Todd
      2970 | Julia               | Sweeney
      8594 | Ben                 | Murphy
      8184 | Wendy               | Hughes
      7467 | Julie               | Christie
      2308 | Richard             | Grieco
      8310 | Jack                | Palance
      8271 | Tiger               | Shroff
      7830 | Kristina            | Klebe
      1652 | Lake                | Bell
      7456 | Isabela             | Merced
      8545 | Masako              | Nozawa
       859 | Fisher              | Stevens
      8216 | Joanna              | Kulig
      7460 | Stephen             | Geoffreys
      6189 | Charlie             | Sheen
      8298 | Lorraine            | Bracco
      7068 | Mickey              | Rooney
      6542 | Tom                 | Hiddleston
      7617 | Kristoffer          | Joner
      7239 | Aileen              | Quinn
      6810 | Lucas               | Till
      7073 | Rosanna             | Arquette
      8079 | Phil                | Davis
      6834 | Chris               | Pratt
      6529 | Spencer             | Reinhard
      7731 | Eric                | Christmas
      7157 | Moreno D'E          | Bartolli
      6546 | Miles               | Teller
      8102 | Anthony             | Quinn
      6338 | Ally                | Sheedy
      8484 | Brad                | Johnson
      6893 | Dolph               | Lundgren
      7302 | Vanessa             | Williams
      8391 | Yara                | Shahidi
      7975 | Miguel              | Ferrer
      8364 | Raphael             | Sbarge
      6368 | Charlie             | Plummer
      6961 | James               | Woods
      7435 | Peta                | Murgatroyd
      6550 | Virginie            | Ledoyen
      1360 | Joel                | Edgerton
      6471 | Shelley             | Long
      7660 | Bette               | Davis
      5170 | Fionnula            | Flanagan
      8321 | Ty                  | Burrell
      8249 | Geraldine           | Page
      7780 | Leslie              | Cheung
      2155 | Paul                | Newman
      7085 | Bo                  | Huang
      7988 | James               | Garner
      7592 | Tika                | Sumpter
      8110 | Jerry               | Springer
      6714 | Hulk                | Hogan
      6344 | JC                  | Santos
      6339 | Suki                | Waterhouse
      8519 | Christine           | Ebersole
      8362 | Maarten             | Smit
      8163 | Toni                | Servillo
      8685 | Barry G.            | Bernson
      7577 | Jillian             | McWhirter
      7861 | Anton               | Glanzelius
      8217 | Assumpta            | Serna
      7679 | Gregg               | Fitzgerald
      6736 | Hailee              | Steinfeld
      5554 | Ian                 | McKellen
      6506 | Michael             | Biehn
      8421 | Dennis              | Haysbert
      8516 | Djimon              | Hounsou
      8231 | Alba                | August
      2984 | Justin              | Theroux
      7547 | Aaron               | Poole
      6577 | Matt                | LeBlanc
      8655 | ChloÃ«              | Sevigny
      8497 | Judith              | Hoag
      7754 | Garance             | Marillier
      8186 | Lenore              | Zann
      6600 | Jacob               | Tierney
      6652 | Sam                 | Elliott
      7990 | Hannah              | Murray
      6902 | Tate                | Donovan
      6428 | Dom                 | DeLuise
      6894 | Brian               | Bosworth
      8220 | Liberto             | Rabal
      7289 | Fred                | Ward
      4574 | Bill                | Cosby
      7869 | Kartik              | Aaryan
      7104 | Annabeth            | Gish
      8355 | Cliff               | Gorman
      6757 | Delphine            | Zentout
      6689 | Nell                | Schofield
      8624 | Suzanna             | Love
      7914 | Jake                | Johnson
      8398 | ShÃ´                | Kosugi
      7910 | Alexandra           | DahlstrÃ¶m
      7232 | Heather             | Thomas
      8384 | Lisa                | Blount
      8056 | Angourie            | Rice
      7273 | Sofia               | Boutella
      7788 | Christina           | Applegate
      7064 | Shay                | Mitchell
      6408 | Winston             | Chao
       157 | Anne                | Bancroft
      8651 | Brandon Quintin     | Adams
      7987 | Roland              | MÃ¸ller
      7882 | Veronica            | Ngo
      7607 | Lily                | Tomlin
      8466 | Samson              | Coulter
      7067 | Trevor              | Jackson
      7395 | Shirley             | MacLaine
      7921 | Molly               | Parker
      7677 | Robin               | Shou
      7982 | Cameron             | Dye
      7821 | Shaquille           | O'Neal
      7704 | Neel                | Sethi
      6708 | Karan               | Ashley
      8513 | Jemma               | Dallender
      6804 | James               | Cromwell
      6930 | Kerry               | Fox
      7852 | Peter               | Strauss
      7480 | Emily               | Baldoni
      7656 | Debbie              | Harry
      8049 | Stephen             | Shellen
      8561 | Andrew              | Stevens
      8251 | David               | Dukes
      8663 | Martin              | Hewitt
      7735 | Rachel              | Melvin
      8211 | Kit                 | Harington
      8196 | Richard             | Beymer
      8676 | Elaine              | Stritch
      6175 | James               | Russo
      7489 |                     | N!xau
      7475 | Rick                | Hill
      6523 | Robert              | Wuhl
      8208 | Elizabeth           | Berkley
      8458 | Haruma              | Miura
      7842 | Ian                 | Bannen
      6571 | Eric                | Stoltz
      7916 | Frankie             | Avalon
      8669 | Allen               | Garfield
      8645 | Tamlyn              | Tomita
      8289 | Jesse               | Birdsall
      6263 | Larenz              | Tate
      7140 | Ansel               | Elgort
      8189 | Cliff De            | Young
      6329 | Illeana             | Douglas
      6915 | Gary                | Busey
      2252 |                     | Prince
      7745 | Dominique           | Horwitz
      7462 | Ken                 | Wahl
      6679 | Sophie              | NÃ©lisse
      7062 | Taron               | Egerton
      6949 | Bryan               | Brown
      8069 | Kristen             | Riter
      8035 | Jason               | Gedrick
      8462 | Ali                 | MacGraw
      8456 | Sonam               | Kapoor
      8239 | John                | Gielgud
      6707 | Rami                | Malek
      6660 | Craig               | Wasson
      8654 | Taylor              | Nichols
      6328 | Angel               | Aviles
      8487 | Freddie             | Stuart
      7710 | Andy                | Powers
      7127 | Travis              | Fimmel
      7518 | TchÃ©ky             | Karyo
      7940 | Ross                | Lynch
      7297 | Paul                | Kelman
      7805 | Fran                | Drescher
      8572 | Linda               | Hamilton
      6720 | Charles             | Berling
      8055 | Matt                | Passmore
      8087 | Alfred              | Molina
      7392 | Christopher         | George
      6510 | Shailene            | Woodley
      8383 | Claes               | Bang
      7487 | Jon                 | Bernthal
      6361 | Lara Flynn          | Boyle
      3281 | Arielle             | Holmes
      8692 | Sherilyn            | Fenn
      2179 | Peter               | Berg
      7400 | Lily                | Franky
      7356 | Billy               | Barratt
      6279 | Billy               | Hartmann
      7567 | David               | Bowie
      7759 | Cora Lee            | Day
      6853 | Chingmy             | Yau
      8342 | Farrah              | Fawcett
      7284 | Lori                | Cardille
      7155 | Cybill              | Shepherd
      1980 | Mike                | Judge
      8448 | Gabriella           | Wilde
      7631 | Oakes               | Fegley
      7606 | Lesley              | Manville
      7644 | Andrew              | McCarthy
      7074 | Kevin               | Conroy
      8534 | Roman Griffin       | Davis
      6998 | Joe                 | Mantegna
      7094 | Jodi                | Benson
      6725 | Raul                | Julia
      7825 | Bill                | Farmer
      7052 | Dominique           | Michel
      8449 | Boyd                | Holbrook
      6240 | Bubba               | Smith
      7672 | Jerry               | O'Connell
      6316 | Charles             | Bronson
      7762 | Geena               | Davis
      6508 | Narges              | Rashidi
      7159 | Predrag 'Miki'      | Manojlovic
      7824 | Rory                | Calhoun
      7180 | Numan               | Acar
      8338 | Felissa             | Rose
      7587 | Justine             | Bateman
      8232 | Keegan-Michael      | Key
      7934 | Atsuko              | Tanaka
      6498 | Elias               | Koteas
      7244 | StÃ©phane           | Audran
      7205 | Frederic            | Forrest
      8108 | John                | Murray
      6494 | Andy                | Biersack
      7310 | George              | Burns
      8413 | Junko               | Iwao
      8303 | Henry               | Thomas
      7526 | Keith               | Coogan
      7802 | Leonard             | Mann
      8454 | Finn                | Little
      6841 | Ashley              | Bratcher
      8237 | Bernard             | Hill
      7007 | Jan-Michael         | Vincent
      6769 | Danny               | Glover
      6236 | Daniel              | Bernhardt
      6718 | Kim                 | Ok-bin
      7422 | Bertil              | Guve
      8153 | Hiep Thi            | Le
      7246 | Diego               | Abatantuono
      7967 | Pete                | Postlethwaite
      8441 | Greg                | Evigan
      6674 | Chadwick            | Boseman
      8202 | Shari               | Shattuck
      7270 | Philippe            | Nahon
      7651 | Tanya               | Roberts
      8468 | Katie               | Chang
      7648 | Luke                | Perry
      6713 | Lily                | James
      8630 | Peter               | Fonda
      6924 | Sean                | Astin
      8592 | Catherine           | Hicks
      8336 | David               | Thorpe
      6940 | Adrienne            | Barbeau
      6604 | David               | Niven
      8236 | Ed                  | O'Neill
      7966 | Bronson             | Pinchot
      8293 | Andrew Dice         | Clay
      6805 | Olivia              | DeJonge
      6288 | Priscilla C.        | Shirer
      7410 | Zhi-zhong           | Huang
      5013 | Sy                  | Richardson
      3269 | Melissa             | McCarthy
      6235 | Richard             | Jordan
      8590 | Linda               | Carol
      7200 | Marine              | Vacth
        45 | Alan                | Alda
      7682 | Joe                 | Morton
      7383 | Takaaki             | Enoki
      8637 | Nicole de           | Boer
      7468 | Bernadette          | Peters
      7291 | Rob                 | Morrow
      6627 | Patrick             | Bergin
      7937 | Joseph              | Mazzello
      8149 | Haluk               | Bilginer
      8337 | Olivia              | Newton-John
      6912 | Clu                 | Gulager
      7370 | Dirk                | Benedict
      8009 | Jacques             | Dutronc
      7981 | Willeke van         | Ammelrooy
      5450 | Paul                | McCartney
      6784 | Kyrie               | Irving
      6514 | Mahershala          | Ali
      7669 | Brian               | Dennehy
      7732 | Seo Jun             | Park
      8255 | Sidse Babett        | Knudsen
      8285 | Randy               | Norton
      8122 | Lance               | Guest
      8168 | Jung-jae            | Lee
      6572 | Tony                | Todd
      6847 | James               | Ransone
      6482 | Michael             | Dudikoff
      8593 | Daniel              | Schlachet
      7932 | Regina              | Hall
      6671 | Judge               | Reinhold
      8275 | Karen               | Allen
      8205 | Philip Baker        | Hall
      6904 | Maxine              | Miller
      7393 | Betsy               | Russell
      7160 | Bajram              | Severdzan
      8174 | Pascale             | BussiÃ¨res
      8234 | Ned                 | Beatty
      7974 | Bradley             | Gregg
      8345 | RubÃ©n              | Blades
      7819 | Hugh                | Laurie
      7338 | Mike                | Dytri
      6312 | Salman              | Khan
      6389 | Maryana             | Spivak
      6939 | Melanie             | Kinnaman
      7636 | Karina              | Lombard
      6158 | Melvil              | Poupaud
      4047 | Leo                 | Fong
      7494 | Ross                | Bagdasarian
      1051 | Hannah Pearl        | Utt
      8400 | Dean-Charles        | Chapman
      7877 | Rose                | Leslie
       368 | Burt                | Reynolds
      6181 | Varun               | Dhawan
      7342 | Jimmy               | Smits
      7684 | Mary                | McDonnell
      6422 | Samantha            | Robinson
      6640 | LaKeith             | Stanfield
      7903 | Juan                | Barberini
      7908 | Norma               | Aleandro
      8540 | Susanna             | Hoffs
      1461 | John                | Wintergate
      8268 | Klaus               | Kinski
      7563 | Jay                 | Mohr
      6776 | Elliott             | Gould
      2404 | Robert              | Townsend
      7283 | Hal                 | Holbrook
      7904 | Catriona            | MacColl
      8687 | Yanting             | LÃ¼
      7153 | Morgan              | Saylor
      7867 | Ernest              | Borgnine
      8282 | Neil Patrick        | Harris
      1578 | Keenen Ivory        | Wayans
      8397 | Keely               | Christian
      8030 | Jim                 | Brown
      6845 | Vidyut              | Jammwal
      8444 | George              | MacKay
      8521 | Willie              | Aames
      6354 | James               | Caan
      6476 | Georgia             | Engel
      8506 | Dana                | Kimmell
      6362 | Robin               | Tunney
      6751 | Lewis               | Smith
      7972 | Warwick             | Davis
      7828 | George              | Dzundza
      8460 | Sol                 | Kyung-gu
      1161 | James Bond          | III
      8377 | Marcel              | Ruiz
      1879 | Mel                 | Brooks
      6307 | Daniel GimÃ©nez     | Cacho
      7847 | Zbigniew            | Zamachowski
      6637 | Peter               | Coyote
      6415 | Joe                 | Alwyn
      7615 | Christina           | Hendricks
      7298 | Jonathan            | Brandis
      8296 | Brett               | Varvel
      7829 | Jason Scott         | Lee
      8390 | Clarence Williams   | III
      7142 | Chin                | Tsai
      7779 | Tyler James         | Williams
      7491 | GeneviÃ¨ve          | Lemon
      7148 | Lorenza             | Izzo
      6157 | Charlotte           | VÃ©ry
      6836 | Jeremy              | Theobald
      7546 | Samuel              | Bottomley
      6870 | Helena              | BergstrÃ¶m
      7857 | Michael             | Chiklis
      7570 | Masatoshi           | Nagase
      8067 | Scott               | Grimes
      7164 | Christopher         | Reid
      4431 | 'Weird Al'          | Yankovic
      6295 | Laura               | Dern
      7278 | Nick                | Mancuso
      6925 | Pauly               | Shore
      7995 | KyÃ´ko              | Koizumi
      7582 | Peggy               | Ashcroft
      7495 | Sverrir             | Gudnason
      6242 | Bob                 | Geldof
      4020 | Rainer Werner       | Fassbinder
      8528 | Carlos              | Acosta
      7364 | Jason               | Flemyng
      7909 | Daniel              | Valdez
      7224 | Lesley-Anne         | Down
      8686 | Olivia              | Colman
      7917 | Marc                | Maron
      8650 | Michael             | Murphy
      7941 | Corey               | Feldman
      7943 | Callum              | Turner
      7110 | Douglas             | Booth
      6427 | Bob                 | Hoskins
      7138 | Terry               | Serpico
      1579 | Keith               | Gordon
      7888 | Bill                | Bellamy
      6612 | Sean                | Nelson
      6348 | Sasha               | Lane
      7177 | O'Shea              | Jackson
      7713 | Myles               | Truitt
      8488 | Saeed               | Jaffrey
      8090 | Katrin              | Cartlidge
      8461 | Jason David         | Frank
       142 | Andy                | Serkis
      7929 | Kotaro              | Daigo
      7620 | Powers              | Boothe
      6437 | Michael             | Rapaport
      6622 | Alan                | Young
      7227 | Max von             | Sydow
      6777 | John                | Savage
      1814 | Mark                | Pirro
      8043 | Jessie              | Buckley
      6803 | Goldie              | Hawn
      6517 | Nicholas            | Rowe
      6244 | Matthew             | Modine
       957 | Gene                | Wilder
      7544 | Josephine           | Langford
      6699 | Faizon              | Love
      8301 | Tony                | Roberts
      7826 | James Arnold        | Taylor
      7038 | Thomasin            | McKenzie
      8104 | Colin               | Friels
      6858 | Francesco Di        | Napoli
      7961 | Robert              | Ginty
      7040 | John                | Hurt
      8015 | Schuyler            | Fisk
      6467 | Wendi               | McLendon-Covey
      2873 | Warren              | Beatty
      8465 | Jessica Brown       | Findlay
      7213 | William             | Hurt
      7188 | Fernando FernÃ¡n    | GÃ³mez
      6397 | Bill                | SkarsgÃ¥rd
      7527 | Terry               | O'Quinn
      7963 | Grant               | Cramer
      7276 | Coral               | Browne
      7203 |                     | Sting
      7190 | Tom                 | Schilling
      6253 | GeneviÃ¨ve          | Bujold
      7325 | Talia               | Shire
      6270 | Eduardo             | Noriega
      8591 | Chris               | Sarandon
      8661 | Lauren              | Cohan
      3446 | Melissa             | Rauch
      8273 | Pam                 | Grier
      7796 | Dave                | Foley
      8324 | Michael             | Caton
      8380 | Reece               | Dinsdale
      7999 | Samara              | Weaving
      8100 | Anne-Ã‰lisabeth     | BossÃ©
      8330 | Sophia              | Loren
      6520 | Aidan               | Quinn
      8674 | Ma                  | Dong-seok
      8344 | Eric                | Roberts
      7900 | Sasha               | Luss
      6828 | Chris               | Farley
      8093 | Chao-jung           | Chen
      6474 | John                | Shea
      6585 | Samantha            | Mathis
      7594 | Louis Ashbourne     | Serkis
      6705 | Nicholas            | Hoult
      7863 | Matthias            | Schoenaerts
      8143 | Julie               | Kavner
      7552 | Daphne              | Zuniga
       615 | David               | Byrne
      8538 | Takuya              | Kimura
      6169 | Homayoun            | Ershadi
       168 | Anthony             | Perkins
      7367 | Sam                 | Waterston
      8639 | Vera                | Alentova
      2086 | Olivia              | Wilde
      6478 | Armand              | Assante
      8339 | Scott               | Baio
      6972 | James               | Corden
      7335 | John                | Gallagher
      7846 | IrÃ¨ne              | Jacob
      8551 | Guangtao            | Jiang
      8600 | Richard             | Alexander
      8662 | Jenny               | Seagrove
      4989 | Kevin               | Hart
        34 | Adrienne            | Shelly
      8138 | Josh                | Hamilton
       811 | Emilio              | Estevez
      8478 | Rae Dawn            | Chong
      7926 | Mohammad Amir       | Naji
      7054 | Mike                | Epps
      8073 | Alan                | Arkin
      8354 | Lorne               | Greene
      8046 | Massimo             | Troisi
      6772 | Michael             | Crawford
      4953 | Richard             | Harris
      6974 | Phil                | Collins
      7459 | Jason               | Patric
      6653 | Jeff                | Fahey
      7763 | Najwa               | Nimri
      7984 | Katie               | Leung
      6901 | Parker              | Posey
      6899 | Alice               | Diabo
      7105 | Harley Jane         | Kozak
      7610 | Lucinda             | Dickey
      7579 | Dick                | Durock
      8260 | Casey               | Siemaszko
      7803 | Cyndi               | Lauper
      6187 | John D.             | LeMay
      6922 | Don                 | Ameche
      8406 | Gong                | Yoo
      6661 | John                | Lithgow
      7843 | Masato              | Hagiwara
      6227 | Siobhan             | Finneran
      8583 | Heather             | Matarazzo
      7666 | David               | Naughton
      6149 | Michel              | Serrault
      7957 | Alan                | Boyce
      8200 | Joanne              | Woodward
      6968 | Zachary             | Levi
      8187 | Jillian             | Bell
      8476 | Taissa              | Farmiga
      1316 | Jim                 | Henson
      5635 | Eric                | Idle
      6966 | Gabriel             | Byrne
      7955 | Bel                 | Powley
      7751 | Gala                | Videnovic
      8332 | Catherine Mary      | Stewart
      7386 | YÃ´ji               | Matsuda
      6205 | Jennifer            | Beals
      7235 | Jessalyn            | Gilsig
      8675 | Mia                 | Farrow
      7322 | Jun                 | Fukuyama
      6202 | Dan                 | Stevens
      8050 | George              | Segal
      6176 | Christopher         | Walken
      7521 | Jean-Hugues         | Anglade
      8577 | Elizabeth           | Berridge
      6728 | Ed                  | Skrein
      6466 | Mae                 | Whitman
      7474 | Christina           | Roz
      1718 | Louis               | C.K.
      8351 | Max                 | Hubacher
      8052 | Sheila              | E.
      8031 | George              | Kennedy
      6645 | Bryan               | Cranston
      8057 | Mimi                | Rogers
      2195 | Peter               | Horton
      8511 | Richard             | Armitage
      7336 | Hope                | Davis
      3017 | Rodney              | Dangerfield
      7453 | Nat                 | Wolff
      7277 | Jacob               | Tremblay
      6553 | Jimmy               | Keegan
      6734 | Mark                | Harmon
      7529 | Ben                 | Schwartz
      8633 | Stan                | Shaw
      6581 | Burt                | Lancaster
      7726 | Eileen              | Brennan
      5930 | Dave                | Chappelle
      7727 | Michael             | Richards
      8666 | Matt                | Adler
      6800 | Adam                | Beach
      7300 | Magda               | Szubanski
      8359 | Greg                | Bradford
      7296 | Sally               | Kellerman
      8328 | John                | Abraham
      8263 | Richard             | Kind
      8689 | TesshÃ´             | Genda
      7267 | Staci               | Keanan
      6292 | Rufus               | Sewell
      8233 | Imogen              | Poots
      8558 | JosÃ© Luis          | Ferrer
      7817 | James               | Karen
      7959 | Bonnie              | Langford
      7126 | Gregory             | Hines
      7811 | Eugenio             | Derbez
      7661 | Neil                | Dickson
      8218 | Carmen              | Maura
      6826 | Annabella           | Sciorra
       587 | Daniel              | Stern
      6762 | Gina                | Rodriguez
      6198 | Taraji P.           | Henson
      7531 | Robert              | Carradine
      8287 | Peter               | Gallagher
      6332 | Gugu                | Mbatha-Raw
      7516 | Michael             | ParÃ©
      8302 | Eddie               | Deezen
      8080 | Alison              | Steadman
      6814 | Dakota              | Johnson
      6399 | Kirstie             | Alley
      7640 | Perdita             | Weeks
      6918 | Rebecca De          | Mornay
      1032 | Griffin             | Dunne
      8014 | Brian               | Benben
      7263 | Richard             | Chamberlain
      7678 | Ward                | Horton
      7645 | John                | Belushi
      6562 | Liv                 | Ullmann
      6787 | Paul                | McGann
      7215 | James               | Lorinz
      6343 | David               | Dencik
      6570 | Zelda               | Rubinstein
      3296 | Howard              | Stern
      7072 | Vincent             | Price
      7219 | Hal                 | Scardino
      7538 | Lucy                | Hale
      7814 | Theresa             | Russell
      7493 | Tim                 | Daly
      6167 | Hossain             | Sabzian
      6709 | Bob                 | Newhart
      7793 | Demi                | Lovato
      6500 | Ian                 | Holm
      8683 | Ha                  | Jung-woo
      8092 | F. Murray           | Abraham
      7572 | Hoyt                | Axton
      8171 | Jean                | Rochefort
      6247 | Robert              | Arkins
      7657 | Teri                | Hatcher
      6575 | Benedict            | Cumberbatch
      6243 | Albert              | Finney
      6203 | James Allen         | McCune
      6434 | Lou de              | LaÃ¢ge
      7280 | Tom                 | Burlinson
      6890 | Jon                 | Hamm
      6320 | Mary Tyler          | Moore
      6256 | Timothy             | Hutton
      8556 | John                | Neville
      7420 | Dorota              | Segda
      7423 | Danielle            | Romeo
      6392 | Isabelle            | Adjani
      6680 | Kel                 | Mitchell
      7469 | Darren              | McGavin
      7841 | Chris               | Galust
(1626 rows)

